HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HITTYPE_ID_level1,Input.HITTYPE_ID_level2,Input.WORKER_ID_level1,Input.WORKER_ID_level2,Input.Dialogueacts_level1,Input.Dialogueacts_level2,Input.slot0,Input.slot1,Input.slot2,Answer.change,Answer.comments,Answer.joking_sarcastic,Answer.more_detail,Answer.sympathetic,Approve,Reject
375VMB7D4J4QDS4B12JWRYIZWOQDIG,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:15 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:15 PDT 2017,,,30JNVC0ORA6NSQVQQ8CXF5K55XRHQ7,A2CEAP9PQWP1C6,Approved,Mon Jun 05 13:53:28 PDT 2017,Mon Jun 05 14:13:15 PDT 2017,Tue Jun 20 14:13:15 PDT 2017,Sun Jun 11 22:05:37 PDT 2017,,,1187,100% (1/1),100% (1/1),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A9ZS3JB9F24V4,AXRWHJWWT62LN,Answer.positive,Answer.change,Let's talk about sports.,"Too many sports are fake these days, people just do it for the money and it's not as fun to watch anymore.",What about college teams? Are there any particular teams you like to watch?,Do you like to watch professional sports? If you had to choose who is your favorite team player and why?,Yes I enjoyed this survey. Thank you :),I totally think all college teams suck. They need way more practice and sometimes there are way to unorganized.,"I actually enjoy watching my home town team play. The Fresno state bulldogs are a great team, I have a close friend Micheal thats the starting running back for them. Plus the games are always filled with lots of excitement and good energy in the air and it's just nice when your hometown comes together for these events.",Yes I really like watching the Fresno state bulldogs. What about you? Are there any particular college teams you like to watch?,,
379OL9DBSSZ0026ZT40XRQTXVM9Y9Q,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:31 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:31 PDT 2017,,,3ATPCQ38J9WHR5EYBCJZB503RBUAY4,A2L7S6RZOZ6NM9,Approved,Mon Jun 05 14:34:58 PDT 2017,Mon Jun 05 14:55:59 PDT 2017,Tue Jun 20 14:55:59 PDT 2017,Sun Jun 11 22:05:48 PDT 2017,,,1261,100% (128/128),100% (128/128),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,A1A76U56BNERB9,Answer.rhetorical,Answer.change,Let's talk about entertainment.,Most of my first dates have been to the movie theater. It's a great conversation starter and gives you something to discuss for a while afterwards.,"That's true, but sometimes having to be quiet during the movie can be awkward on a first date.  I kind of like to go out to dinner on a first date and have a conversation then.  If your date can carry on a conversation over dinner, then the stars may just align.","I love going to the movies. I typically like to see comedy movies, but I'll see anything that can hold my attention.",,I like a date where the person is hot. You know? That makes all the difference. Good conversation is for the birds!,"Yea, I agree. Sometimes you want to go somewhere where you can share a strong intellectual conversation. I think it is important to hold a good conversation on a good date.","Yea, I think both are good, but talking a lot can be good. Sometimes you want to find out a lot of information about someone before it gets overwhelming.",,
37G6BXQPLQ68MW6UA5ZP6IR6NA8QEP,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:28 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:28 PDT 2017,,,31EUONYN2WPPPFDUGK1X51GEYFEOVY,A2L7S6RZOZ6NM9,Approved,Mon Jun 05 17:51:32 PDT 2017,Mon Jun 05 17:59:55 PDT 2017,Tue Jun 20 17:59:55 PDT 2017,Sun Jun 11 22:05:40 PDT 2017,,,503,100% (128/128),100% (128/128),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A3DSAIFZ7KJPO1,A4HBWAVHBH9OJ,Answer.negative,Answer.continuation,Let's talk about fashion.,Fashonista hipsters are just people in skinny jeans drinking Pabst beer.,Do you think that about all fashionista hipsters?  Male and female?,I don't even like beer. I think that it tastes bitter and I would much rather just drink soda.,,"I find them all weird; male or female. Regardless of the gender, they just seem weird to me.","Eh, sometimes they are, but I think theres more to it than just that. They like to keep up with the latest trends.","Yea, I think that they enjoy being unique and fashionable. Theres something to be said for trying to create your own style.",,
37J05LC5AX4M83OHJK4W3ZXZ93FDJS,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:15 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:15 PDT 2017,,,358UUM7WR0PQB24EQEFLTI5GNJHR76,A2L7S6RZOZ6NM9,Approved,Mon Jun 05 16:12:11 PDT 2017,Mon Jun 05 16:13:27 PDT 2017,Tue Jun 20 16:13:27 PDT 2017,Sun Jun 11 22:05:38 PDT 2017,,,76,100% (128/128),100% (128/128),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A9ZS3JB9F24V4,AXRWHJWWT62LN,Answer.positive,Answer.elaboration,Let's talk about sports.,"Too many sports are fake these days, people just do it for the money and it's not as fun to watch anymore.","i know! It's like they get paid millions of dollars to play a game for a few hours a day. I wish I had that kind of job, but i would rather not go home all battered and bruised.",I love to play and watch sports. They are all fun. I just love the competition.,,"Yea, its almost like they get paid millions to play a game that they grew up playing in their backyard.","Yea, its a tough job and there is definitely a business to sports, but that is a lot of money.","I don't know. I think that if I had  the opportunity to make that much money playing a game that love, I will take it.",,
37J05LC5AX4M83OHJK4W3ZXZ93FJDY,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:30 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:30 PDT 2017,,,3FIJLY1B6VQIEI35V598CFIIKQTFPP,A30K6W37NLDKCX,Approved,Mon Jun 05 18:16:53 PDT 2017,Mon Jun 05 19:11:27 PDT 2017,Tue Jun 20 19:11:27 PDT 2017,Sun Jun 11 22:05:44 PDT 2017,,,3274,100% (4/4),100% (4/4),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,AMX5R6NLYNA2K,Answer.positive,Answer.continuation,Let's talk about fashion.,I think that high fashion is impractical. I prefer clothes that are more wearable and comfy over what looks artistic.,I really like just throwing on a pair of sweatpants and a t shirt and hanging around the house. It's cheaper and it feels good.,"I think company uniforms make clothing choices easier for me, since you don't even have to make the choice.",,"Yeah, that's what I wear on all my dates! I'm not sure why none of my dates want to see me a second time, though.","Yeah, regular clothes often provide a far greater range of motion, too, so they have more potential uses.","I can see how wearing high fashion clothes would be challenging, though, since they're so expensive and high-maintenance.",,
37MQ8Z1JQEHP0IL08VLIH3LJPGZY2Y,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:27 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:27 PDT 2017,,,39JEC7537VNOGQGRQFS6A1MX930CVY,A3MDIA7JN82PF,Approved,Tue Jun 06 08:36:59 PDT 2017,Tue Jun 06 08:45:12 PDT 2017,Wed Jun 21 08:45:12 PDT 2017,Sun Jun 11 22:05:35 PDT 2017,,,493,100% (22/22),100% (22/22),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A3TJOSEGRRDAM5,A1UEVG6U64A6IV,Answer.rhetorical,Answer.joking_sarcastic,Let's talk about politics.,"When I was at Whole Foods last night, there were more people watching MSNBC on their Lounge TV then were watching the game on Super Bowl Sunday!","I agree. I myself have been volunteering more for Democratic organizations, and have seen a drastic increase in how many are writing letters to their state representatives.",I have seen some of the same actions in Republican organizations. The Republican party really needs people to keep them on track.,,Ordinary people lobbying the government are doing a better job than the government itself. Imagine that!,"Yes, I think the one good thing about this political climate is that more people are getting involved. They aren't passively sitting around complaining.","Getting involved is the only way we can impact the system and make real change. I love seeing people lobbying representatives, some of whom don't really do their jobs.",,
37NXA7GVSTREXAC3DQG3P0GYDZOLV1,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:32 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:32 PDT 2017,,,30ZX6P7VF9H2RDOVCXPHV02H2PYJ2T,AGATMN9R66VSP,Approved,Tue Jun 06 05:37:03 PDT 2017,Tue Jun 06 05:43:33 PDT 2017,Wed Jun 21 05:43:33 PDT 2017,Sun Jun 11 22:05:53 PDT 2017,,,390,100% (21/21),100% (13/13),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,A2YE2I9DYV9OKW,Answer.TalkMore,Answer.continuation,Let's talk about technology.,Technology has advanced so much and so quickly in the past decade.,"That's true, things keep getting faster. Have you heard about the concept of the singularity, where technological change will reach a point after which the world will be so different that it will be unrecognizable?",I wonder how long it will be before flying cars replace to cars of today.,,Technology is evil! Eventually it will overpower society and we will all end up defending our lives against crazy killer robots.,I have no heard of singularity but I totally agree. Technology is snowballing into something really awesome. New tech is being produced so rapidly it is almost like a snowball effect.,Technology is changing the world for sure. Sometimes the change is so rapid that it is almost unbelievable. Just think back about what we had before the smart phone and social media.,,
37NXA7GVSTREXAC3DQG3P0GYDZOVLB,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:28 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:28 PDT 2017,,,3WT783CTPC397CILLY169PSQ66SCBQ,A206IWBQRWOQB7,Approved,Mon Jun 05 15:33:45 PDT 2017,Mon Jun 05 15:37:46 PDT 2017,Tue Jun 20 15:37:46 PDT 2017,Sun Jun 11 22:05:39 PDT 2017,,,241,100% (1/1),100% (1/1),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A3DSAIFZ7KJPO1,AMDPJ713Z3IJL,Answer.TalkMore,Answer.continuation,Let's talk about fashion.,A lot of the clothes and accessories we buy are made by children in sweatshops.,The children have to work long hours with little to no pay in horrible conditions.,"Speaking of those shoes, I need to use them and get going, going to go back to work.",,"People would rather get their clothing, it hasn't stopped you from buying those new shoes I see.",I've heard the children are often beaten.  I was reading this article the other week and it went over all of this stuff in detail.,"I don't know about that but it sounds awful, I don't understand how anyone could support that industry.",,
37Y5RYYI0PQT5CCOXEEMP7REL44SXP,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:15 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:15 PDT 2017,,,3GA6AFUKOPAVLPPOSX012XRUV993HU,A2L7S6RZOZ6NM9,Approved,Mon Jun 05 17:56:44 PDT 2017,Mon Jun 05 18:07:04 PDT 2017,Tue Jun 20 18:07:04 PDT 2017,Sun Jun 11 22:05:38 PDT 2017,,,620,100% (128/128),100% (128/128),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A9ZS3JB9F24V4,AMX5R6NLYNA2K,Answer.rhetorical,Answer.elaboration,Let's talk about sports.,"I go to Fenway Park with my family every summer, so baseball is probably my favorite of all sports.","Oh yeah, all the time. Of course he was NEVER in a bad mood when the Sox lost, and the beer was ALWAYS reasonably priced.",I just like to go to baseball games and enjoy a nice soda. Its fun and relaxing.,,Nothing wrong with a 12 dollar beer. Hope it takes just one to do the trick for ya.,"Yea, the beer is never reasonably priced at any park now. They are always expensive.","Yea, its fun, but going to a baseball game is nowhere near as cheap as it used to be. Thats for sure.",,
388FBO7JZRELP4ATUEJ29ROH0BQNYE,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:28 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:28 PDT 2017,,,3JRJSWSMQI7J1FYM2WSVHUUH3TH3EE,A2L7S6RZOZ6NM9,Approved,Mon Jun 05 17:56:43 PDT 2017,Mon Jun 05 18:05:33 PDT 2017,Tue Jun 20 18:05:33 PDT 2017,Sun Jun 11 22:05:39 PDT 2017,,,530,100% (128/128),100% (128/128),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A31NREVPH2XDCO,A1YI99FRUDX2M7,Answer.rhetorical,Answer.change,Let's talk about politics.,I began to dislike talking politics with friends as early as Grade 7.,Did you go to school with very politically minded students?  7th graders nowadays seem so much more aware of the world.,"7th graders tend to think they are too cool and by the time they are in 8th grade, whew!",,"Well, 7th graders just know it all, don't they? I don't wanna talk politics.","Yea, I agree. These days, even kindergarteners know more about the world than you would expect.","Yea, students seem to be aware of their surroundings these days. Its being emphasized more.",,
38DCH97KHHNGXCSMO6AG3Y4YSI4JQ3,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:33 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:33 PDT 2017,,,30H4UDGLT34OKSVMHSDL752RHRDPME,A2SYRFPPV9WDEG,Approved,Mon Jun 05 18:48:48 PDT 2017,Mon Jun 05 19:23:59 PDT 2017,Tue Jun 20 19:23:59 PDT 2017,Sun Jun 11 22:05:57 PDT 2017,,,2111,100% (1/1),100% (1/1),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,ATBUWF548K93Q,A2YE2I9DYV9OKW,Answer.positive,Answer.joking_sarcastic,Let's talk about technology.,"I love technology, I rely on it for so many things. Although, sometimes I wonder if it's detrimental to be so reliant on it.","Yeah, wouldn't it be scary if there was an electromagnetic pulse that fried all of our electronics?",I wonder what its like to live in some country without so much reliance on technology.,,"Yeah, without electronics, we might have to go outside and interact with other people face to face.",Yeah I bet all the big countries have secret EMP weapons and one day someone is going to use it.,I would be terrified. I would feel so lost without electronics. I would feel disconnected from the world,,
38DCH97KHHNGXCSMO6AG3Y4YSI4QJA,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:29 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:29 PDT 2017,,,31LM9EDVOMEYGZDOYGN1NO5FDJ7NJ4,A2YE2I9DYV9OKW,Approved,Mon Jun 05 21:01:17 PDT 2017,Mon Jun 05 21:08:45 PDT 2017,Tue Jun 20 21:08:45 PDT 2017,Sun Jun 11 22:05:44 PDT 2017,,,448,100% (145/145),100% (110/110),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,A1YI99FRUDX2M7,Answer.negative,Answer.change,Let's talk about fashion.,Anything's better than wearing a potato sack!,"People dress so sloppily these days, you may not notice a difference.  I think some people don't look in the mirror before heading out.",I know! And it's relatively easy today. When I look at old photos I can't help but think about all the effort that must have gone into putting together some of those looks.,NA,"Oh I assure you, I can tell the difference. The secret is being able to feel the texture of the burlap.","Even worse, some of them do look in mirrors and are dressing that way intentionally.",Some really beautiful people do that sort of thing to show that they're amazing no matter how they dress. Of course a lot more people try that than can really pull it off.,,
38F60IALAG2MNMJSJ2U5QY0PDGXT0K,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:27 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:27 PDT 2017,,,3R08VXYT7DHVJYL0P8PRGHDXFY7W7P,A3OWGVIP4VYSPV,Approved,Mon Jun 05 16:21:50 PDT 2017,Mon Jun 05 16:23:51 PDT 2017,Tue Jun 20 16:23:51 PDT 2017,Sun Jun 11 22:05:36 PDT 2017,,,121,100% (39/39),100% (19/19),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2CSV75E3JT58Y,A2YE2I9DYV9OKW,Answer.negative,Answer.elaboration,Let's talk about politics.,You know how you can tell when a politician is lying? When his lips are moving.,"They know that people have figured that out, that's why they're moving to twitter now.","I prefer Facebook for keeping up with celebs, my friends, family, everyone.",none,"We all know politicians lie on Twitter and also make fools of themselves there. Hello, Trump.",What does Twitter have to do with it? Someone can still lie on Twitter easily eough if they want to.,I personally don't use Twitter as much. There seems to be less interaction among my peers on there.,,
38G0E1M85MQHG0ZXM484GNCHQQHVU5,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:30 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:30 PDT 2017,,,3PW9OPU9PR6VWW8RM8JBR06V87A21I,A3PB0KSWXYUEAY,Approved,Mon Jun 05 20:24:23 PDT 2017,Mon Jun 05 20:26:46 PDT 2017,Tue Jun 20 20:26:46 PDT 2017,Sun Jun 11 22:05:46 PDT 2017,,,143,100% (64/64),100% (30/30),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2CSV75E3JT58Y,A3PB0KSWXYUEAY,Answer.positive,Answer.joking_sarcastic,Let's talk about entertainment.,there is too much entertainment news on tv nowadays,"Yeah but there is a reason, it is fun to watch and read about. Who does not love it?",Speaking of reading have you read the new Flash Boys book about Wall Street?,none,I dont! Entertainment tv is made up and all a lie just to increase ratings and viewership.,E news is my favorite show to watch so I can definitely agree with your viewpoint.,Everyone loves it but sometimes there should be more than just entertainment and gossip news on important news channels.,,
38VTL6WC4AYHZF4NQENGFAOV9QQY5Z,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:29 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:29 PDT 2017,,,3M1CVSFP61R8I3NCK225YJX1S8JQAZ,A2VST4NDTKAMAD,Approved,Tue Jun 06 06:13:31 PDT 2017,Tue Jun 06 06:55:21 PDT 2017,Wed Jun 21 06:55:21 PDT 2017,Sun Jun 11 22:05:41 PDT 2017,,,2510,100% (4/4),100% (4/4),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2CSV75E3JT58Y,A3VOG7TQCAYWAJ,Answer.TalkMore,Answer.continuation,Let's talk about fashion.,Fashion keeps changing because the designers need to convince people they need to buy the latest looks so the designers can keep charging outrageous amounts for them,"Oh, I completely know exactly what you're talking about.  All of this ""evolving"" of fashion at ridiculous prices is beyond annoying. The designers are always shoving some B lister down our throats in hopes that we'll feel bad enough about ourselves that we'll just go pay anything to ""look"" better.",Have you thought about the evolving change with technology? We have to adapt with all the change happening with cell phones and computers. It's like they are making us evolve.,no,"I feel like they want us looking like ""Space Jam 2021"". They go from baggy jeans to skinny jeans. We are just their baby doll  as they are dressing us up.",It's just terrible to see designers putting out some of the most distinctive clothing. I don't know who buys this time or would buy it. I honestly can't afford to pay for a piece of clothing I will only wear once.,"Sometimes these ""evolving"" fashions may be a good thing because of its indifference to the norm. For example, look at the rip jeans fashion. It has become a thing that almost every young adult wears.",,
38Z7YZ2SB3NK218G6OPGRXPYF3FQIY,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:29 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:29 PDT 2017,,,3RKNTXVS3NK1TY0EM5VSVGWWWFE4A6,A3PB0KSWXYUEAY,Approved,Mon Jun 05 20:34:57 PDT 2017,Mon Jun 05 20:37:45 PDT 2017,Tue Jun 20 20:37:45 PDT 2017,Sun Jun 11 22:05:43 PDT 2017,,,168,100% (64/64),100% (30/30),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2CSV75E3JT58Y,A2YE2I9DYV9OKW,Answer.rhetorical,Answer.continuation,Let's talk about fashion.,The runway shows in new york and milan and paris are merely excuses for the designers to market their goods so they can make millions,"That's true, but they don't pretend to be anything else, they're just showing off their goods like anyone else.","Speaking of showing off the goods, did you see the new Prada line that was released?",none,"Yeah right, how are the top fashion labels having shows in Paris and Milan like everyone else?","Yeah I agree, but they are not like everyone else because they dont have afterparties in Paris and Milan for Levi jeans.",Showing off their goods should not really be so wastefull with extravagant fashion shows and parties.,,
39HYCOOPKO6C9BU2MHHOJRPGDXADMW,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:27 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:27 PDT 2017,,,3DY4FPOOA2ASMS5A8CI1ZWLJ94NVR7,A3LI2CJ3CFX8CA,Approved,Tue Jun 06 06:48:22 PDT 2017,Tue Jun 06 06:51:31 PDT 2017,Wed Jun 21 06:51:31 PDT 2017,Sun Jun 11 22:05:37 PDT 2017,,,189,100% (1/1),100% (1/1),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2CSV75E3JT58Y,A1YI99FRUDX2M7,Answer.rhetorical,Answer.elaboration,Let's talk about politics.,Many of the politicians who were so critical of Trump during the campaign quickly fell in line when he won the election because they wanted to get a Cabinet job or at least stay on his good side,"Yea, they didn't want to be bumped off the way the Russians deal with their critics.",We should think about the positives that may come from having fresh blood in the government.,,"Oh yeah, like it is such a surprise that Trump is appointing people with no experience, say, like... himself?","And of course, there are some who received jobs who have had absolutely nothing to do with politics, which I find interesting.","Yes, it is odd to think how many people there are in politics and hold government positions these days that have absolutely no experience.",,
39N6W9XWRD8FFCT77A67J7FKZZ4YGH,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:33 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:33 PDT 2017,,,3E4GGUZ1T9DX2XUDUIPTWF2UHDT2K4,AR1DW7M787JN5,Approved,Tue Jun 06 00:36:38 PDT 2017,Tue Jun 06 00:54:26 PDT 2017,Wed Jun 21 00:54:26 PDT 2017,Sun Jun 11 22:05:55 PDT 2017,,,1068,100% (5/5),100% (5/5),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,A1UEVG6U64A6IV,Answer.rhetorical,Answer.joking_sarcastic,Let's talk about technology.,I have so many gadgets that we have a special table in our house for all our devices. We have a charger station set up in our kitchen.,"Being too plugged in can really feel confining in a way. I've experienced the ""charger station"" and the ""too many cords"" program as well. There needs to be a simpler way to charge your devices.","It woud be nice if everything could at least have the same plug, makes you miss the old days were the hard search was a three prong outlet.",no,Just waiting on the day that we get a charging station surgically implanted so we don't have to go searching for the outlet.,"I was excited when we got the wireless charging station set up in my office, it makes it easier after a long day.","We've spent so much buying more cords, longer cords, and even special cords for keeping outside on the deck.",,
