Utterance_ID,Conversation_ID,No_Of_Turns,Turn_ID
258,48,1,1
259,48,1,1
260,49,1,0
261,49,1,1
262,49,1,1
263,49,1,1
264,49,1,1
265,50,1,0
266,50,1,1
267,50,1,1
268,50,1,1
269,50,1,1
270,51,1,0
271,51,1,1
272,51,1,1
273,51,1,1
274,51,1,1
275,52,1,0
276,52,1,1
277,52,1,1
278,52,1,1
279,52,1,1
280,53,1,0
281,53,1,1
282,53,1,1
283,53,1,1
284,53,1,1
285,54,1,0
286,54,1,1
287,54,1,1
288,54,1,1
289,54,1,1
290,55,1,0
291,55,1,1
292,55,1,1
293,55,1,1
294,55,1,1
295,56,1,0
296,56,1,1
297,56,1,1
298,56,1,1
299,56,1,1
300,57,1,0
301,57,1,1
302,57,1,1
303,57,1,1
304,57,1,1
305,58,1,0
306,58,1,1
307,58,1,1
308,58,1,1
309,58,1,1
310,59,1,0
311,59,1,1
312,59,1,1
313,59,1,1
314,59,1,1
315,59,1,0
316,59,1,1
317,60,1,0
318,60,1,1
319,61,1,0
320,61,1,1
321,62,1,0
322,62,1,1
323,63,1,0
324,63,1,1
325,64,1,0
326,64,1,1
327,65,1,0
328,65,1,1
329,66,1,0
330,66,1,1
331,67,1,0
332,67,1,1
333,68,1,0
334,68,1,1
335,69,1,0
336,69,1,1
337,70,1,0
338,70,1,1
339,71,1,0
340,71,1,1
341,72,1,0
342,72,1,1
343,73,1,0
344,73,1,1
345,74,1,0
346,74,1,1
347,75,1,0
348,75,1,1
349,76,1,0
350,76,1,1
351,77,1,0
352,77,1,1
353,78,1,0
354,78,1,1
355,79,1,0
356,79,1,1
357,80,1,0
358,80,1,1
359,81,1,0
360,81,1,1
361,82,1,0
362,82,1,1
363,83,1,0
364,83,1,1
365,84,1,0
366,84,1,1
367,85,1,0
368,85,1,1
369,86,1,0
370,86,1,1
371,87,1,0
372,87,1,1
373,88,1,0
374,88,1,1
375,89,1,0
376,89,1,1
377,90,1,0
378,90,1,1
379,91,1,0
380,91,1,1
381,92,1,0
382,92,1,1
383,93,1,0
384,93,1,1
385,94,1,0
386,94,1,1
387,95,1,0
388,95,1,1
389,96,1,0
390,96,1,1
391,97,1,0
392,97,1,1
393,98,1,0
394,98,1,1
395,99,1,0
396,99,1,1
397,100,1,0
398,100,1,1
399,101,1,0
400,101,1,1
401,102,1,0
402,102,1,1
403,103,1,0
404,103,1,1
405,104,1,0
406,104,1,1
407,105,1,0
408,105,1,1
409,106,1,0
410,106,1,1
411,107,1,0
412,107,1,1
413,108,1,0
414,108,1,1
415,109,1,0
416,109,1,1
417,110,1,0
418,110,1,1
419,111,1,0
420,111,1,1
421,112,1,0
422,112,1,1
423,113,1,0
424,113,1,1
425,114,1,0
426,114,1,1
427,115,1,0
428,115,1,1
429,116,1,0
430,116,1,1
431,117,1,0
432,117,1,1
433,118,1,0
434,118,1,1
435,119,1,0
436,119,1,1
437,120,1,0
438,120,1,1
439,121,1,0
440,121,1,1
441,122,1,0
442,122,1,1
443,123,1,0
444,123,1,1
445,124,1,0
446,124,1,1
447,125,1,0
448,125,1,1
449,126,1,0
450,126,1,1
451,127,1,0
452,127,1,1
453,128,1,0
454,128,1,1
455,129,1,0
456,129,1,1
457,130,1,0
458,130,1,1
459,131,1,0
460,131,1,1
461,132,1,0
462,132,1,1
463,133,1,0
464,133,1,1
465,134,1,0
466,134,1,1
467,135,1,0
468,135,1,1
469,136,1,0
470,136,1,1
471,137,1,0
472,137,1,1
473,138,1,0
474,138,1,1
475,139,1,0
476,139,1,1
477,140,1,0
478,140,1,1
479,141,1,0
480,141,1,1
481,142,1,0
482,142,1,1
483,143,1,0
484,143,1,1
485,144,1,0
486,144,1,1
487,145,1,0
488,145,1,1
489,146,1,0
490,146,1,1
491,147,1,0
492,147,1,1
493,148,1,0
494,148,1,1
495,149,1,0
496,149,1,1
497,150,1,0
498,150,1,1
499,151,1,0
500,151,1,1
501,152,1,0
502,152,1,1
503,153,1,0
504,153,1,1
505,154,1,0
506,154,1,1
507,155,1,0
508,155,1,1
509,156,1,0
510,156,1,1
511,157,1,0
512,157,1,1
513,158,1,0
514,158,1,1
515,159,1,0
516,159,1,1
517,160,1,0
518,160,1,1
519,161,1,0
520,161,1,1
521,162,1,0
522,162,1,1
523,163,1,0
524,163,1,1
525,164,1,0
526,164,1,1
527,165,1,0
528,165,1,1
529,166,1,0
530,166,1,1
531,167,1,0
532,167,1,1
533,168,1,0
534,168,1,1
535,169,1,0
536,169,1,1
537,170,1,0
538,170,1,1
539,171,1,0
540,171,1,1
541,172,1,0
542,172,1,1
543,173,1,0
544,173,1,1
545,174,1,0
546,174,1,1
547,175,1,0
548,175,1,1
549,176,1,0
550,176,1,1
551,177,1,0
552,177,1,1
553,178,1,0
554,178,1,1
555,179,1,0
556,179,1,1
557,180,1,0
558,180,1,1
559,181,1,0
560,181,1,1
561,182,1,0
562,182,1,1
563,183,1,0
564,183,1,1
565,184,1,0
566,184,1,1
567,185,1,0
568,185,1,1
569,186,1,0
570,186,1,1
571,187,1,0
572,187,1,1
573,188,1,0
574,188,1,1
575,189,1,0
576,189,1,1
577,190,1,0
578,190,1,1
579,191,1,0
580,191,1,1
581,192,1,0
582,192,1,1
583,193,1,0
584,193,1,1
585,194,1,0
586,194,1,1
587,195,1,0
588,195,1,1
589,196,1,0
590,196,1,1
591,197,1,0
592,197,1,1
593,198,1,0
594,198,1,1
595,199,1,0
596,199,1,1
597,200,1,0
598,200,1,1
599,201,1,0
600,201,1,1
601,202,1,0
602,202,1,1
603,203,1,0
604,203,1,1
605,204,1,0
606,204,1,1
607,205,1,0
608,205,1,1
609,206,1,0
610,206,1,1
611,207,1,0
612,207,1,1
613,208,1,0
614,208,1,1
615,208,1,0
616,208,1,1
617,209,1,0
618,209,1,1
619,210,1,0
620,210,1,1
621,211,1,0
622,211,1,1
623,212,1,0
624,212,1,1
625,213,1,0
626,213,1,1
627,214,1,0
628,214,1,1
629,215,1,0
630,215,1,1
631,216,1,0
632,216,1,1
633,217,1,0
634,217,1,1
635,218,1,0
636,218,1,1
637,219,1,0
638,219,1,1
639,220,1,0
640,220,1,1
641,221,1,0
642,221,1,1
643,222,1,0
644,222,1,1
645,223,1,0
646,223,1,1
647,224,1,0
648,224,1,1
649,225,1,0
650,225,1,1
651,226,1,0
652,226,1,1
653,227,1,0
654,227,1,1
655,228,1,0
656,228,1,1
657,229,1,0
658,229,1,1
659,230,1,0
660,230,1,1
661,231,1,0
662,231,1,1
663,232,1,0
664,232,1,1
665,233,1,0
666,233,1,1
667,234,1,0
668,234,1,1
669,235,1,0
670,235,1,1
671,236,1,0
672,236,1,1
673,237,1,0
674,237,1,1
675,238,1,0
676,238,1,1
677,239,1,0
678,239,1,1
679,240,1,0
680,240,1,1
681,241,1,0
682,241,1,1
683,242,1,0
684,242,1,1
685,243,1,0
686,243,1,1
687,244,1,0
688,244,1,1
689,245,1,0
690,245,1,1
691,246,1,0
692,246,1,1
693,247,1,0
694,247,1,1
695,248,1,0
696,248,1,1
697,249,1,0
698,249,1,1
699,250,1,0
700,250,1,1
701,251,1,0
702,251,1,1
703,252,1,0
704,252,1,1
705,253,1,0
706,253,1,1
707,254,1,0
708,254,1,1
709,255,1,0
710,255,1,1
711,256,1,0
712,256,1,1
713,257,1,0
714,257,1,1
715,258,1,0
716,258,1,1
717,259,1,0
718,259,1,1
719,260,1,0
720,260,1,1
721,261,1,0
722,261,1,1
723,262,1,0
724,262,1,1
725,263,1,0
726,263,1,1
727,264,1,0
728,264,1,1
729,265,1,0
730,265,1,1
731,266,1,0
732,266,1,1
733,267,1,0
734,267,1,1
735,268,1,0
736,268,1,1
737,269,1,0
738,269,1,1
739,270,1,0
740,270,1,1
741,271,1,0
742,271,1,1
743,272,1,0
744,272,1,1
745,273,1,0
746,273,1,1
747,274,1,0
748,274,1,1
749,275,1,0
750,275,1,1
751,276,1,0
752,276,1,1
753,277,1,0
754,277,1,1
755,278,1,0
756,278,1,1
757,279,1,0
758,279,1,1
759,280,1,0
760,280,1,1
761,281,1,0
762,281,1,1
763,282,1,0
764,282,1,1
765,283,1,0
766,283,1,1
767,284,1,0
768,284,1,1
769,285,1,0
770,285,1,1
771,286,1,0
772,286,1,1
773,287,1,0
774,287,1,1
775,288,1,0
776,288,1,1
777,289,1,0
778,289,1,1
779,290,1,0
780,290,1,1
781,291,1,0
782,291,1,1
783,292,1,0
784,292,1,1
785,293,1,0
786,293,1,1
787,294,1,0
788,294,1,1
789,295,1,0
790,295,1,1
791,296,1,0
792,296,1,1
793,297,1,0
794,297,1,1
795,298,1,0
796,298,1,1
797,299,1,0
798,299,1,1
799,300,1,0
800,300,1,1
801,301,1,0
802,301,1,1
803,302,1,0
804,302,1,1
805,303,1,0
806,303,1,1
807,304,1,0
808,304,1,1
809,305,1,0
810,305,1,1
811,306,1,0
812,306,1,1
813,307,1,0
814,307,1,1
815,308,1,0
816,308,1,1
817,309,1,0
818,309,1,1
819,310,1,0
820,310,1,1
821,311,1,0
822,311,1,1
823,312,1,0
824,312,1,1
825,313,1,0
826,313,1,1
827,314,1,0
828,314,1,1
829,315,1,0
830,315,1,1
831,316,1,0
832,316,1,1
833,317,1,0
834,317,1,1
835,318,1,0
836,318,1,1
837,319,1,0
838,319,1,1
839,320,1,0
840,320,1,1
841,321,1,0
842,321,1,1
843,322,1,0
844,322,1,1
845,323,1,0
846,323,1,1
847,324,1,0
848,324,1,1
849,325,1,0
850,325,1,1
851,326,1,0
852,326,1,1
853,327,1,0
854,327,1,1
855,328,1,0
856,328,1,1
857,329,1,0
858,329,1,1
859,330,1,0
860,330,1,1
861,331,1,0
862,331,1,1
863,332,1,0
864,332,1,1
865,333,1,0
866,333,1,1
867,334,1,0
868,334,1,1
869,335,1,0
870,335,1,1
871,336,1,0
872,336,1,1
873,337,1,0
874,337,1,1
875,338,1,0
876,338,1,1
877,339,1,0
878,339,1,1
879,340,1,0
880,340,1,1
881,341,1,0
882,341,1,1
883,342,1,0
884,342,1,1
885,343,1,0
886,343,1,1
887,344,1,0
888,344,1,1
889,345,1,0
890,345,1,1
891,346,1,0
892,346,1,1
893,347,1,0
894,347,1,1
895,348,1,0
896,348,1,1
897,349,1,0
898,349,1,1
899,350,1,0
900,350,1,1
901,351,1,0
902,351,1,1
903,352,1,0
904,352,1,1
905,353,1,0
906,353,1,1
907,354,1,0
908,354,1,1
909,355,1,0
910,355,1,1
911,356,1,0
912,356,1,1
913,357,1,0
914,357,1,1
915,358,1,0
916,358,1,1
917,359,1,0
918,359,1,1
919,360,1,0
920,360,1,1
921,361,1,0
922,361,1,1
923,362,1,0
924,362,1,1
925,363,1,0
926,363,1,1
927,364,1,0
928,364,1,1
929,365,1,0
930,365,1,1
931,366,1,0
932,366,1,1
933,367,1,0
934,367,1,1
935,368,1,0
936,368,1,1
937,369,1,0
938,369,1,1
939,370,1,0
940,370,1,1
941,371,1,0
942,371,1,1
943,372,1,0
944,372,1,1
945,373,1,0
946,373,1,1
947,374,1,0
948,374,1,1
949,375,1,0
950,375,1,1
951,376,1,0
952,376,1,1
953,377,1,0
954,377,1,1
955,378,1,0
956,378,1,1
957,379,1,0
958,379,1,1
959,380,1,0
960,380,1,1
961,381,1,0
962,381,1,1
963,382,1,0
964,382,1,1
965,383,1,0
966,383,1,1
967,384,1,0
968,384,1,1
969,385,1,0
970,385,1,1
971,386,1,0
972,386,1,1
973,387,1,0
974,387,1,1
975,388,1,0
976,388,1,1
977,389,1,0
978,389,1,1
979,390,1,0
980,390,1,1
981,391,1,0
982,391,1,1
983,392,1,0
984,392,1,1
985,393,1,0
986,393,1,1
987,394,1,0
988,394,1,1
989,395,1,0
990,395,1,1
991,396,1,0
992,396,1,1
993,397,1,0
994,397,1,1
995,398,1,0
996,398,1,1
997,399,1,0
998,399,1,1
999,400,1,0
1000,400,1,1
1001,401,1,0
1002,401,1,1
1003,402,1,0
1004,402,1,1
1005,403,1,0
1006,403,1,1
1007,404,1,0
1008,404,1,1
1009,405,1,0
1010,405,1,1
1011,406,1,0
1012,406,1,1
1013,407,1,0
1014,407,1,1
1015,408,1,0
1016,408,1,1
1017,409,1,0
1018,409,1,1
1019,410,1,0
1020,410,1,1
1021,411,1,0
1022,411,1,1
1023,412,1,0
1024,412,1,1
1025,413,1,0
1026,413,1,1
1027,414,1,0
1028,414,1,1
1029,415,1,0
1030,415,1,1
1031,416,1,0
1032,416,1,1
1033,417,1,0
1034,417,1,1
1035,418,1,0
1036,418,1,1
1037,419,1,0
1038,419,1,1
1039,420,1,0
1040,420,1,1
1041,421,1,0
1042,421,1,1
1043,422,1,0
1044,422,1,1
1045,423,1,0
1046,423,1,1
1047,424,1,0
1048,424,1,1
1049,425,1,0
1050,425,1,1
1051,426,1,0
1052,426,1,1
1053,427,1,0
1054,427,1,1
1055,428,1,0
1056,428,1,1
1057,429,1,0
1058,429,1,1
1059,430,1,0
1060,430,1,1
1061,431,1,0
1062,431,1,1
1063,432,1,0
1064,432,1,1
1065,433,1,0
1066,433,1,1
1067,434,1,0
1068,434,1,1
1069,435,1,0
1070,435,1,1
1071,436,1,0
1072,436,1,1
1073,437,1,0
1074,437,1,1
1075,438,1,0
1076,438,1,1
1077,439,1,0
1078,439,1,1
1079,440,1,0
1080,440,1,1
1081,441,1,0
1082,441,1,1
1083,442,1,0
1084,442,1,1
1085,443,1,0
1086,443,1,1
1087,444,1,0
1088,444,1,1
1089,445,1,0
1090,445,1,1
1091,446,1,0
1092,446,1,1
1093,447,1,0
1094,447,1,1
1095,448,1,0
1096,448,1,1
1097,449,1,0
1098,449,1,1
1099,450,1,0
1100,450,1,1
1101,451,1,0
1102,451,1,1
1103,452,1,0
1104,452,1,1
1105,453,1,0
1106,453,1,1
1107,454,1,0
1108,454,1,1
1109,455,1,0
1110,455,1,1
1111,456,1,0
1112,456,1,1
1113,457,1,0
1114,457,1,1
1115,457,1,0
1116,457,1,1
1117,457,1,1
1118,457,1,1
1119,457,1,1
1120,458,1,0
1121,458,1,1
1122,458,1,1
1123,458,1,1
1124,458,1,1
1125,459,1,0
1126,459,1,1
1127,459,1,1
1128,459,1,1
1129,459,1,1
1130,460,1,0
1131,460,1,1
1132,460,1,1
1133,460,1,1
1134,460,1,1
1135,461,1,0
1136,461,1,1
1137,461,1,1
1138,461,1,1
1139,461,1,1
1140,462,1,0
1141,462,1,1
1142,462,1,1
1143,462,1,1
1144,462,1,1
1145,463,1,0
1146,463,1,1
1147,463,1,1
1148,463,1,1
1149,463,1,1
1150,464,1,0
1151,464,1,1
1152,464,1,1
1153,464,1,1
1154,464,1,1
1155,465,1,0
1156,465,1,1
1157,465,1,1
1158,465,1,1
1159,465,1,1
1160,466,1,0
1161,466,1,1
1162,466,1,1
1163,466,1,1
1164,466,1,1
1165,467,1,0
1166,467,1,1
1167,467,1,1
1168,467,1,1
1169,467,1,1
1170,468,1,0
1171,468,1,1
1172,468,1,1
1173,468,1,1
1174,468,1,1
1175,469,1,0
1176,469,1,1
1177,469,1,1
1178,469,1,1
1179,469,1,1
1180,470,1,0
1181,470,1,1
1182,470,1,1
1183,470,1,1
1184,470,1,1
1185,471,1,0
1186,471,1,1
1187,471,1,1
1188,471,1,1
1189,471,1,1
1190,472,1,0
1191,472,1,1
1192,472,1,1
1193,472,1,1
1194,472,1,1
1195,473,1,0
1196,473,1,1
1197,473,1,1
1198,473,1,1
1199,473,1,1
1200,474,1,0
1201,474,1,1
1202,474,1,1
1203,474,1,1
1204,474,1,1
1205,475,1,0
1206,475,1,1
1207,475,1,1
1208,475,1,1
1209,475,1,1
1210,476,1,0
1211,476,1,1
1212,476,1,1
1213,476,1,1
1214,476,1,1
1215,477,1,0
1216,477,1,1
1217,477,1,1
1218,477,1,1
1219,477,1,1
1220,478,1,0
1221,478,1,1
1222,478,1,1
1223,478,1,1
1224,478,1,1
1225,479,1,0
1226,479,1,1
1227,479,1,1
1228,479,1,1
1229,479,1,1
1230,480,1,0
1231,480,1,1
1232,480,1,1
1233,480,1,1
1234,480,1,1
1235,481,1,0
1236,481,1,1
1237,481,1,1
1238,481,1,1
1239,481,1,1
1240,482,1,0
1241,482,1,1
1242,482,1,1
1243,482,1,1
1244,482,1,1
1245,483,1,0
1246,483,1,1
1247,483,1,1
1248,483,1,1
1249,483,1,1
1250,484,1,0
1251,484,1,1
1252,484,1,1
1253,484,1,1
1254,484,1,1
1255,485,1,0
1256,485,1,1
1257,485,1,1
1258,485,1,1
1259,485,1,1
1260,486,1,0
1261,486,1,1
1262,486,1,1
1263,486,1,1
1264,486,1,1
1265,487,1,0
1266,487,1,1
1267,487,1,1
1268,487,1,1
1269,487,1,1
1270,488,1,0
1271,488,1,1
1272,488,1,1
1273,488,1,1
1274,488,1,1
1275,489,1,0
1276,489,1,1
1277,489,1,1
1278,489,1,1
1279,489,1,1
1280,490,1,0
1281,490,1,1
1282,490,1,1
1283,490,1,1
1284,490,1,1
1285,491,1,0
1286,491,1,1
1287,491,1,1
1288,491,1,1
1289,491,1,1
1290,492,1,0
1291,492,1,1
1292,492,1,1
1293,492,1,1
1294,492,1,1
1295,493,1,0
1296,493,1,1
1297,493,1,1
1298,493,1,1
1299,493,1,1
1300,494,1,0
1301,494,1,1
1302,494,1,1
1303,494,1,1
1304,494,1,1
1305,495,1,0
1306,495,1,1
1307,495,1,1
1308,495,1,1
1309,495,1,1
1310,496,1,0
1311,496,1,1
1312,496,1,1
1313,496,1,1
1314,496,1,1
1315,497,1,0
1316,497,1,1
1317,497,1,1
1318,497,1,1
1319,497,1,1
1320,498,1,0
1321,498,1,1
1322,498,1,1
1323,498,1,1
1324,498,1,1
1325,499,1,0
1326,499,1,1
1327,499,1,1
1328,499,1,1
1329,499,1,1
1330,500,1,0
1331,500,1,1
1332,500,1,1
1333,500,1,1
1334,500,1,1
1335,501,1,0
1336,501,1,1
1337,501,1,1
1338,501,1,1
1339,501,1,1
1340,502,1,0
1341,502,1,1
1342,502,1,1
1343,502,1,1
1344,502,1,1
1345,503,1,0
1346,503,1,1
1347,503,1,1
1348,503,1,1
1349,503,1,1
1350,504,1,0
1351,504,1,1
1352,504,1,1
1353,504,1,1
1354,504,1,1
1355,505,1,0
1356,505,1,1
1357,505,1,1
1358,505,1,1
1359,505,1,1
1360,506,1,0
1361,506,1,1
1362,506,1,1
1363,506,1,1
1364,506,1,1
1365,507,1,0
1366,507,1,1
1367,507,1,1
1368,507,1,1
1369,507,1,1
1370,508,1,0
1371,508,1,1
1372,508,1,1
1373,508,1,1
1374,508,1,1
1375,509,1,0
1376,509,1,1
1377,509,1,1
1378,509,1,1
1379,509,1,1
1380,510,1,0
1381,510,1,1
1382,510,1,1
1383,510,1,1
1384,510,1,1
1385,511,1,0
1386,511,1,1
1387,511,1,1
1388,511,1,1
1389,511,1,1
1390,512,1,0
1391,512,1,1
1392,512,1,1
1393,512,1,1
1394,512,1,1
1395,513,1,0
1396,513,1,1
1397,513,1,1
1398,513,1,1
1399,513,1,1
1400,514,1,0
1401,514,1,1
1402,514,1,1
1403,514,1,1
1404,514,1,1
1405,515,1,0
1406,515,1,1
1407,515,1,1
1408,515,1,1
1409,515,1,1
1410,516,1,0
1411,516,1,1
1412,516,1,1
1413,516,1,1
1414,516,1,1
1415,517,1,0
1416,517,1,1
1417,517,1,1
1418,517,1,1
1419,517,1,1
1420,518,1,0
1421,518,1,1
1422,518,1,1
1423,518,1,1
1424,518,1,1
1425,519,1,0
1426,519,1,1
1427,519,1,1
1428,519,1,1
1429,519,1,1
1430,520,1,0
1431,520,1,1
1432,520,1,1
1433,520,1,1
1434,520,1,1
1435,521,1,0
1436,521,1,1
1437,521,1,1
1438,521,1,1
1439,521,1,1
1440,522,1,0
1441,522,1,1
1442,522,1,1
1443,522,1,1
1444,522,1,1
1445,523,1,0
1446,523,1,1
1447,523,1,1
1448,523,1,1
1449,523,1,1
1450,524,1,0
1451,524,1,1
1452,524,1,1
1453,524,1,1
1454,524,1,1
1455,525,1,0
1456,525,1,1
1457,525,1,1
1458,525,1,1
1459,525,1,1
1460,526,1,0
1461,526,1,1
1462,526,1,1
1463,526,1,1
1464,526,1,1
1465,527,1,0
1466,527,1,1
1467,527,1,1
1468,527,1,1
1469,527,1,1
1470,528,1,0
1471,528,1,1
1472,528,1,1
1473,528,1,1
1474,528,1,1
1475,529,1,0
1476,529,1,1
1477,529,1,1
1478,529,1,1
1479,529,1,1
1480,530,1,0
1481,530,1,1
1482,530,1,1
1483,530,1,1
1484,530,1,1
1485,531,1,0
1486,531,1,1
1487,531,1,1
1488,531,1,1
1489,531,1,1
1490,532,1,0
1491,532,1,1
1492,532,1,1
1493,532,1,1
1494,532,1,1
1495,533,1,0
1496,533,1,1
1497,533,1,1
1498,533,1,1
1499,533,1,1
1500,534,1,0
1501,534,1,1
1502,534,1,1
1503,534,1,1
1504,534,1,1
1505,535,1,0
1506,535,1,1
1507,535,1,1
1508,535,1,1
1509,535,1,1
1510,536,1,0
1511,536,1,1
1512,536,1,1
1513,536,1,1
1514,536,1,1
1515,537,1,0
1516,537,1,1
1517,537,1,1
1518,537,1,1
1519,537,1,1
1520,538,1,0
1521,538,1,1
1522,538,1,1
1523,538,1,1
1524,538,1,1
1525,539,1,0
1526,539,1,1
1527,539,1,1
1528,539,1,1
1529,539,1,1
1530,540,1,0
1531,540,1,1
1532,540,1,1
1533,540,1,1
1534,540,1,1
1535,541,1,0
1536,541,1,1
1537,541,1,1
1538,541,1,1
1539,541,1,1
1540,542,1,0
1541,542,1,1
1542,542,1,1
1543,542,1,1
1544,542,1,1
1545,543,1,0
1546,543,1,1
1547,543,1,1
1548,543,1,1
1549,543,1,1
1550,544,1,0
1551,544,1,1
1552,544,1,1
1553,544,1,1
1554,544,1,1
1555,545,1,0
1556,545,1,1
1557,545,1,1
1558,545,1,1
1559,545,1,1
1560,546,1,0
1561,546,1,1
1562,546,1,1
1563,546,1,1
1564,546,1,1
1565,547,1,0
1566,547,1,1
1567,547,1,1
1568,547,1,1
1569,547,1,1
1570,548,1,0
1571,548,1,1
1572,548,1,1
1573,548,1,1
1574,548,1,1
1575,549,1,0
1576,549,1,1
1577,549,1,1
1578,549,1,1
1579,549,1,1
1580,550,1,0
1581,550,1,1
1582,550,1,1
1583,550,1,1
1584,550,1,1
1585,551,1,0
1586,551,1,1
1587,551,1,1
1588,551,1,1
1589,551,1,1
1590,552,1,0
1591,552,1,1
1592,552,1,1
1593,552,1,1
1594,552,1,1
1595,553,1,0
1596,553,1,1
1597,553,1,1
1598,553,1,1
1599,553,1,1
1600,554,1,0
1601,554,1,1
1602,554,1,1
1603,554,1,1
1604,554,1,1
1605,555,1,0
1606,555,1,1
1607,555,1,1
1608,555,1,1
1609,555,1,1
1610,556,1,0
1611,556,1,1
1612,556,1,1
1613,556,1,1
1614,556,1,1
1615,557,1,0
1616,557,1,1
1617,557,1,1
1618,557,1,1
1619,557,1,1
1620,558,1,0
1621,558,1,1
1622,558,1,1
1623,558,1,1
1624,558,1,1
1625,559,1,0
1626,559,1,1
1627,559,1,1
1628,559,1,1
1629,559,1,1
1630,560,1,0
1631,560,1,1
1632,560,1,1
1633,560,1,1
1634,560,1,1
1635,561,1,0
1636,561,1,1
1637,561,1,1
1638,561,1,1
1639,561,1,1
1640,561,1,0
1641,561,1,1
1642,561,1,1
1643,561,1,1
1644,561,1,1
1645,562,1,0
1646,562,1,1
1647,562,1,1
1648,562,1,1
1649,562,1,1
1650,563,1,0
1651,563,1,1
1652,563,1,1
1653,563,1,1
1654,563,1,1
1655,564,1,0
1656,564,1,1
1657,564,1,1
1658,564,1,1
