UniqueID,DialogueActs,Texts
219,Specific,I love 50 first Dates with Adam Sandler and Drew Barrymore.  That is one of my favorite romantic movies.
220,prompt,I really like romantic movies
221,General,Romantic movies can be very said.
222,Question,What is your favorite romantic movie?
223,Similar,I watch romantic movies when I want to relax.
224,Specific,I like romantic movies too. They are great movies to go to on a date.
225,prompt,I really like horror movies
226,General,Horror movies are an under appreciated part of film.
227,Question,What is your favorite horror movie?
228,Similar,I really enjoy horror movies and how scary they can actually be.
229,Specific,I like how horror movies can range from gruesome to suspenseful.
230,prompt,I really like horror movies
231,General,I like horror movies too. They ae pretty good.
232,Question,What is your favorite horror movie?
233,Similar,I am fond of horror movies myself. I really like being scared.
234,Specific,"I like them too. But, I prefer classic horror movies over newer ones."
235,prompt,I really like horror movies
236,General,"I like all kinds of horror movies, good and bad."
237,Question,Who is your favorite horror director?
238,Similar,I love horror movies about crazy psycho killers directed with a lot of flair.
239,Specific,I like horror movies with creative gore effects that I haven't seen before that use big set pieces and complicated set ups.
240,prompt,I really like romantic comedies
241,General,I really enjoy how simple romantic comedies can be.
242,Question,What is your favorite theme in a romantic comedy?
243,Similar,"Yes, rom coms are a lot of fun especially when the leads are funny."
244,Specific,"Romantic comedies are probably my favorite kind of movies, especially with Matthew McConaughey."
245,prompt,I really like romantic comedies
246,General,I think romantic comedies are easy and laid-back.
247,Question,What is your favorite romantic comedy movie?
248,Similar,Romantic movies usually have beautiful and scenic places.
249,Specific,My favorite romantic comedy is Notting Hill.
250,prompt,I really like romantic comedies
251,General,I too like romantic comedies. I don't think people give them enough respect.
252,Question,What is your favorite romantic comedy?
253,Similar,Romantic comedies are great for when you're feeling a little down.
254,Specific,I really enjoy romantic comedies with Tom Hanks. I think he brings an every man vibe to each of his roles.
255,prompt,I really like Johny Depp
256,General,He certainly is a heart throb
257,Question,What do you think his best movie is?
258,Similar,Johny Depp is a great actor
259,Specific,He did such a great job of playing Captain Jack Sparrow in Pirates of the Caribbean
260,prompt,I really like Johny Depp
261,General,I like how much Johnny Depp has appeared in Disney films.
262,Question,What was the first film you saw Johnny Depp in?
263,Similar,I really like the variety of roles Johny Depp has had.
264,Specific,Johny Depp played my favorite role as Jack Sparrow in Pirates Of The Caribbean.
265,prompt,I really like Johny Depp
266,General,I think Johnny deep is a good actor.
267,Question,What is your favorite Johnny Deep movie?
268,Similar,He can portray many different characters well.
269,Specific,I think Johnny Deep plays Jack Sparrow perfectly.
270,prompt,I really like Leonardo Dicaprio
271,General,Shutter Island is my favorite Dicaprio movie
272,Question,Which movie do you think is his best performance?
273,Similar,Leonardo Dicaprio is one of the best actors alive right now
274,Specific,I cannot believe it took him so long to win an Academy award for his movie The Revenant
275,prompt,I really like Leonardo Dicaprio
276,General,Leonardo Dicaprio does a lot of work for the planet.
277,Question,What would you say kept Leonardo DiCaprio from getting an Oscar sooner?
278,Similar,I really like Leonardo DiCaprio in Titanic.
279,Specific,"I love Leonardo DiCaprio in Wolf Of Wall Street, it feels like a relaxed role for him and Jonah Hill."
280,prompt,I really like Leonardo Dicaprio
281,General,He has done so many great movies
282,Question,Did he end up winning an Oscar for any of his roles?
283,Similar,He is a great actor isn't he?
284,Specific,Who is he dating at the moment? Remember when he was acting that supermodel?
285,prompt,I really like Angelina Jolie
286,General,I like Angelina Jolie and her charity work.
287,Question,What is your favorite movie with Angelina Jolie?
288,Similar,I like Angelina Jolie and how stark her features are compared to other actresses.
289,Specific,Angelina Jolie was made fun of as a kid for her features but they now made her an icon.
290,prompt,I really like Angelina Jolie
291,General,"I loved her in Tomb Raider, she kicked butt."
292,Question,Which of her movies do you like the best?
293,Similar,"Me too, she's really awesome!"
294,Specific,"It's great how she does all that outreach work for the UN, she's so generous."
295,prompt,I really like Angelina Jolie
296,General,"I like some of her movies, but I did not like SALT or Changeling"
297,Question,What is your favorite movie with Angelina?
298,Similar,I really like Angelina Jolie in Wanted
299,Specific,I like how she is a humanitarian and a good actress. She does a lot for third world countries
300,prompt,I really like Jennifer Aniston
301,General,She has done so many funny movies.
302,Question,What is your favourite role she has played?
303,Similar,Jennifer Aniston is great.
304,Specific,I have been a Jennifer Aniston fan since she was on Friends.
305,prompt,I really like Jennifer Aniston
306,General,Jennifer Aniston has that girl-next-door hotness but still manages to look pretty unique.
307,Question,What did you like her best in? Do you like her roles more on TV or movies?
308,Similar,I like Jennifer Aniston too. She's hot.
309,Specific,Jennifer Aniston always does those rom-com roles quite well. She's been the American Sweet Heart icon for two decades.
310,prompt,I really like Jennifer Aniston
311,General,Jennifer Aniston showed more emotion in this role.
312,Question,What movie and role do you think Jennifer Aniston was best in?
313,Similar,I think that she's a pretty good actress. She seems to always do movies with easy roles.
314,Specific,"I think her best acting role that I've seen her in was the movie, Bruce Almighty."
315,prompt,Let's talk about politics.
316,General Response,"Many people think Roy Cooper is a godsend as governor on North Carolina, but I'm certainly not impressed because so far what has he accomplished?"
317,prompt,Let's talk about politics.
318,General Response,I  never talk about politics or religion.  Too much controversy and bad feelings.
319,prompt,Let's talk about politics.
320,General Response,Donald Trump has been a disgrace to this country. He has created division and disunity already.
321,prompt,Let's talk about politics.
322,General Response,"I don't want to talk about politics, because politics stress me out --especially nowadays. So let's not talk about politics and pretend we did."
323,prompt,Let's talk about politics.
324,General Response,I would love to talk about politics.  What topic would you like to start off with?
325,prompt,Give me a famous line from a movie or TV show. What does the line mean?
326,General Response,"Feeling lucky, punk? means try to kill me but if you fail I will kill you."
327,prompt,Give me a famous line from a movie or TV show. What does the line mean?
328,General Response,"""It has an undertaste"" from Rosemary's Baby seems to foreshadow the future events of the movie in a subtle way. At the same time, it's also literal, saying that the chocolate mousse had an aftertaste (because it was medicated)."
329,prompt,Give me a famous line from a movie or TV show. What does the line mean?
330,General Response,"""Life moves pretty fast. If you don't stop and look around once in a while, you could miss it."" This means that it's important to stop and appreciate your life."
331,prompt,Give me a famous line from a movie or TV show. What does the line mean?
332,General Response,"THAT'S WHAT SHE SAID. Yes I know I say this all the time but seriously where does it not come in handy? :D I even say it out loud if I hear someone in a movie say something that could be slightly taken as perverted lol, if I am home by myself I definitely say it out loud to something I myself have said. Because I am my own biggest fan"
333,prompt,Give me a famous line from a movie or TV show. What does the line mean?
334,General Response,A famous line from a movie is You've got a friend in me from Toy story. This line means that they will be friends forever through thick and thin.
335,prompt,Star Trek or Star Wars?
336,General Response,"I really like the Star Trek series because it is a classic, you can not beat characters like Captain Kirk and Spock."
337,prompt,Star Trek or Star Wars?
338,General Response,I would definitely have to say Star Wars because I loved the movie growing up.
339,prompt,Star Trek or Star Wars?
340,General Response,"I've seen neither, but I think if I tried to watch them I'd probably like Star Wars more because it seems less dated. Plus the whole ""I am your father"" thing."
341,prompt,Star Trek or Star Wars?
342,General Response,Star Trek is classic and it seems to have fewer episodes than what Star Wars is creating.
343,prompt,Star Trek or Star Wars?
344,General Response,Star Wars if I had to pick one but I've never been able to really get into either one of them.
345,prompt,"Insult me, then give a funny, light-hearted comeback."
346,General Response,"How is it possible for me to give a comeback... to myself? Duh, you're so dumb, just kidding you're cute. Bahaha, bahaha. Bahaha."
347,prompt,"Insult me, then give a funny, light-hearted comeback."
348,General Response,"You are really stupid, but actually stupid people are the funniest. This is a good experience."
349,prompt,"Insult me, then give a funny, light-hearted comeback."
350,General Response,"You're Musty. Why do you stink and you are suppose to be a grown man. I bet your bed sheets stay moist.
Well Soap gets expensive."
351,prompt,"Insult me, then give a funny, light-hearted comeback."
352,General Response,You stink.  You aren't exactly a rose yourself.
353,prompt,"Insult me, then give a funny, light-hearted comeback."
354,General Response,You look like a Mr. Koolaid in that bright red dress.  Atleast I look cute and everyone wants a taste!
355,prompt,"Describe the nearest body of water to you (river, lake, ocean, etc.)"
356,General Response,The nearest body of water that I live in is the Delaware River. It is a big river and dirty.
357,prompt,"Describe the nearest body of water to you (river, lake, ocean, etc.)"
358,General Response,"The Neuse River is 200 miles long and is a recreational area for boating, swimming, and sun bathing."
359,prompt,"Describe the nearest body of water to you (river, lake, ocean, etc.)"
360,General Response,The nearest body of water to me is Lake Michigan. I'm sure it's beautiful but I've been near it my whole life so I have difficulty appreciating how wonderful it is.
361,prompt,"Describe the nearest body of water to you (river, lake, ocean, etc.)"
362,General Response,I really enjoy being close to the Gulf of Mexico because the water is usually warm enough to actually go swimming.  It has a relaxing color aqua and you can sometimes see dolphins swimming close to the beach.
363,prompt,"Describe the nearest body of water to you (river, lake, ocean, etc.)"
364,General Response,There is a lake nearby that is always calm no matter what is happening. It's beautiful and the shores are shady. Isn't that beautiful?
365,prompt,What is your favorite instrument and why?
366,General Response,Guitar because I've always enjoyed metal music and play guitar this day. The guitar is very symbolic to me.
367,prompt,What is your favorite instrument and why?
368,General Response,My favorite instrument is the drum because it has a loud and fun sound. It is extremely nice.
369,prompt,What is your favorite instrument and why?
370,General Response,My favorite instrument has definitely got to be the piano because the sounds it makes are beautiful and because it's the only one I kind of half way can play.
371,prompt,What is your favorite instrument and why?
372,General Response,I love to hear the French horn - it has a classy and often underutilized sound.
373,prompt,What is your favorite instrument and why?
374,General Response,My favorite instrument is the guitar because it seems like it would be pretty easy to learn on your own.  You can play so many different types of music on the guitar.  The sound of the guitar sounds good even if you can't play much on it.
375,prompt,Describe your favorite thing to do on or in water.
376,General Response,My favorite thing to do in water is float on it and close my eyes in the sun. It's so relaxing and it makes me feel like I have no worries at all.
377,prompt,Describe your favorite thing to do on or in water.
378,General Response,"Water is one of those things that absolutely amazes me, since there is so much undiscovered within it. I love to go snorkeling, but I also love to just go swimming."
379,prompt,Describe your favorite thing to do on or in water.
380,General Response,My favorite thing to do in the water is to swim and play with toys. This is the most fun thing to do in the pool.
381,prompt,Describe your favorite thing to do on or in water.
382,General Response,"My favorite thing to do on the water is to fish.  It makes the time go by while you try to figure out where the fish are and what kind of bait they will take.  And then it is so exciting when you actually catch on.  Even if you don't catch anything, you have a good time being out on a boat enjoying the beautiful weather."
383,prompt,Describe your favorite thing to do on or in water.
384,General Response,I love to swim in the ocean.
385,prompt,"Describe your favorite type of art (style, medium, whatever) and why you love it."
386,General Response,My favorite type of art is abstract because it involves putting lots of different colors together to make a nice piece of art.
387,prompt,"Describe your favorite type of art (style, medium, whatever) and why you love it."
388,General Response,I like Egyptian statues.  They are interesting to look at and conjures up images of the pyramids.
389,prompt,"Describe your favorite type of art (style, medium, whatever) and why you love it."
390,General Response,"I love abstract art, love the vivid colors and the shapes.  I love trying to interpret what the piece is."
391,prompt,"Describe your favorite type of art (style, medium, whatever) and why you love it."
392,General Response,I like the French impressionists because their work is a blend of traditional and modern.
393,prompt,"Describe your favorite type of art (style, medium, whatever) and why you love it."
394,General Response,My favorite type of art is written prose or poetry. I think that you can do so much with words and it can be taken a million different ways and it just really shows a person's soul.
395,prompt,What is your favorite artist and why?
396,General Response,I like Picasso because he had a unique way of looking at the subjects of his art.
397,prompt,What is your favorite artist and why?
398,General Response,My favorite musical artists are the men in the band Switchfoot. They're extremely talented in every way and they don't find the need to do whatever is popular at the time which I appreciate.
399,prompt,What is your favorite artist and why?
400,General Response,I love Van Gogh.  His paintings are so vivid; they really touch me.  But mostly I like him because of his story.  He's totally angsty with the whole ear thing and all.
401,prompt,What is your favorite artist and why?
402,General Response,My favroite artist is Slavadore Dali. Don't you think his surrealism is unmatched?
403,prompt,What is your favorite artist and why?
404,General Response,"I love Van Gogh.  His paintings just speak to me, maybe because he had mental issues."
405,prompt,Tell me a funny joke.
406,General Response,What do you call a man who doesn't toot in public?  A woman.
407,prompt,Tell me a funny joke.
408,General Response,Knock knock... (who's there)... me... (me who?)... I don't know why don't you open the door and find out? LOL. Hahaha! Ha! HAHAHA! HAHAHA!
409,prompt,Tell me a funny joke.
410,General Response,What do you call an lonely alligator who wears a vest? A private 'investigator'.
411,prompt,Tell me a funny joke.
412,General Response,Why is it so loud at a tennis match? Because they raise a racket. That is why it is always loud.
413,prompt,Tell me a funny joke.
414,General Response,"Want to hear a joke about pizza, it's really good? Never mind, it's too cheesy."
415,prompt,Tell me a riddle. (include the answer)
416,General Response,"Why can't ghosts have babies??BECAUSE THEY HAVE HOLLOW WEENIES!Halloween-nies. GET IT"
417,prompt,Tell me a riddle. (include the answer)
418,General Response,"What is black and white and red all other?  A sunburned zebra, or a newspaper."
419,prompt,Tell me a riddle. (include the answer)
420,General Response,I have two American coins that add up to thirty cents. One of them is not a nickel. What are the two coins? (I'm not giving you the answer. You have to guess!)
421,prompt,Tell me a riddle. (include the answer)
422,General Response,"Think hard about a room that one could not enter nor exit.
A mushroom. A MUSH-ROOM"
423,prompt,Tell me a riddle. (include the answer)
424,General Response,"You can see me in the water, but I never get wet. What am I?A reflection."
425,prompt,Share a cleaning tip.
426,General Response,A cleaning tip is too first vacuum the downstairs room by room and then move elsewhere.
427,prompt,Share a cleaning tip.
428,General Response,"To get rid of dishwasher odor, drop in a cut-up lemon, some salt, and a few ice cubes. The lemon deodorizes, and the ice and salt clean away residue."
429,prompt,Share a cleaning tip.
430,General Response,Put a drop of Dawn in a pint of water and use this to wipe your counters to discourage ants from crawling on them.
431,prompt,Share a cleaning tip.
432,General Response,"When you vacuum, be sure to run items over a minimum of five times before attempting to pick it up.  This prevents too many incidents of bending over needlessly."
433,prompt,Share a cleaning tip.
434,General Response,"A good idea for cleaning is to start in one space of your home and get that area COMPLETELY CLEAN and organized before moving onto another area. That way, you won't get overwhelmed!"
435,prompt,Share a funny or unusal analogy.
436,General Response,"I'm like Pacman when I'm at a party, I eat everything and run away from anyone who comes close to me."
437,prompt,Share a funny or unusal analogy.
438,General Response,"You didn't attach your purchase order to the email, but like Tupac says, I ""ain't mad atcha""."
439,prompt,Share a funny or unusal analogy.
440,General Response,"A Rose for Emily is a story of a man keeping his dead's wife body.  Her name is Emily and one thinks of Shakespeare's line ""a rose by any other name would smell..."""
441,prompt,Share a funny or unusal analogy.
442,General Response,"Donald Trump is much like an Oompa Loompa because he is orange, dresses funny, and has very little hair... he also has a deep voice and seems to speak in complete nonsense most of the time."
443,prompt,Share a funny or unusal analogy.
444,General Response,Men are like bank accounts. Without a lot of money they don't generate a lot of interest.
445,prompt,Describe the most important thing in your life.
446,General Response,"My children are smart, successfully, healthy, and love their Momma."
447,prompt,Describe the most important thing in your life.
448,General Response,"The most important thing in my life is my family. I am lucky that we are very close. I treasure my children, my siblings and my Mother."
449,prompt,Describe the most important thing in your life.
450,General Response,The most important thing in my life was graduating with a masters degree and getting a job soon after graduation.
451,prompt,Describe the most important thing in your life.
452,General Response,"The most important thing in my life is my family.  They are caring, loving, and always there for me."
453,prompt,Describe the most important thing in your life.
454,General Response,"The most important thing in my life is family because without family I would have truly, honestly killed myself by now. They have kept me strong when everything else in my life has felt like a failure."
455,prompt,Why should I care? (Funny or Serious)
456,General Response,Oh I care.  It's just that I'm not particularly excited about our problems.
457,prompt,Why should I care? (Funny or Serious)
458,General Response,You should care because it is really important to you. There is a chance that your life might depend on it.
459,prompt,Why should I care? (Funny or Serious)
460,General Response,Die to the fact the u work with the public. You should care and do something about that immediately.
461,prompt,Why should I care? (Funny or Serious)
462,General Response,"You shouldn't care, because nothing really matters. Everything that happens to us is nothing if you look at the big picture. Everything has a resolution and things are always changing."
463,prompt,Why should I care? (Funny or Serious)
464,General Response,You care because you love me.
465,prompt,"If you could move anywhere, where would you go?"
466,General Response,I would move to Texas because the people are great and there are no state taxes.
467,prompt,"If you could move anywhere, where would you go?"
468,General Response,"I would travel all over. I think it's important to meet new people, learn about different cultures. What better way to do that than moving around."
469,prompt,"If you could move anywhere, where would you go?"
470,General Response,"If I could move anywhere, I think I'd probably leave the country... maybe somewhere in Europe. But if I had to stay within the U.S. I'd probably pick like Arizona or southern California."
471,prompt,"If you could move anywhere, where would you go?"
472,General Response,I would love to move to the east coast because it's beautiful there and I have many friends who I miss alot.
473,prompt,"If you could move anywhere, where would you go?"
474,General Response,I would move to Florida if I could move anywhere. I would not have to worry about snow or cold.
475,prompt,Share a funny or unusal colloquialism or anecdote.
476,General Response,"What has four legs, a head and a foot?  A bed."
477,prompt,Share a funny or unusal colloquialism or anecdote.
478,General Response,You can't use big words with me because I will just stare at you blankly. That alone might be funny. But can you define colloquialism or anecdote for me?
479,prompt,Share a funny or unusal colloquialism or anecdote.
480,General Response,"If your nose itches, someone is coming to see you.  If your rear end itches, an ugly man is coming to see you."
481,prompt,Share a funny or unusal colloquialism or anecdote.
482,General Response,"One funny colloquialism that I have heard is ""I feel like a three-legged cat trying to bury a turd on a frozen pond""."
483,prompt,Share a funny or unusal colloquialism or anecdote.
484,General Response,"My daughter used to sing a song that she made up and called it Hot tub-a-day, she said she could make dvds with it and give it to people then become famous."
485,prompt,How did you lose weight?
486,General Response,I lost weight by watching the food that I eat and counting calories. I also worked out.
487,prompt,How did you lose weight?
488,General Response,I lost weight when the floor guy had my doorway to the kitchen blocked for 3 days.
489,prompt,How did you lose weight?
490,General Response,"I've tried so many times to lose weight but I think my most successful attempt came from working out and dieting with my husband and best friend. We were able to keep each other on track, make fun of each other whenever we felt tempted to give up, and push each other along from goal to goal, no matter how big or small it was. I think having the moral support was what really mattered the most in my weight loss journey."
491,prompt,How did you lose weight?
492,General Response,So far I've been losing weight through Weight Watchers. I've been using the Points Plus version even though the most recent version is Smart Points and I've lost 14 pounds so far. It's nice because I can still eat the things I love!
493,prompt,How did you lose weight?
494,General Response,"I lost weight by really watching what I eat.  I counted calories, limited carbohydrates, and walked for 30 minuets each day."
