UniqueID,DialogueActs,Texts
219,Specific,I love 50 first Dates with Adam Sandler and Drew Barrymore.  That is one of my favorite romantic movies.
220,prompt,I really like romantic movies
221,General,Romantic movies can be very said.
222,Question,What is your favorite romantic movie?
223,Similar,I watch romantic movies when I want to relax.
224,Specific,I like romantic movies too. They are great movies to go to on a date.
225,prompt,I really like horror movies
226,General,Horror movies are an under appreciated part of film.
227,Question,What is your favorite horror movie?
228,Similar,I really enjoy horror movies and how scary they can actually be.
229,Specific,I like how horror movies can range from gruesome to suspenseful.
230,prompt,I really like horror movies
231,General,I like horror movies too. They ae pretty good.
232,Question,What is your favorite horror movie?
233,Similar,I am fond of horror movies myself. I really like being scared.
234,Specific,"I like them too. But, I prefer classic horror movies over newer ones."
235,prompt,I really like horror movies
236,General,"I like all kinds of horror movies, good and bad."
237,Question,Who is your favorite horror director?
238,Similar,I love horror movies about crazy psycho killers directed with a lot of flair.
239,Specific,I like horror movies with creative gore effects that I haven't seen before that use big set pieces and complicated set ups.
240,prompt,I really like romantic comedies
241,General,I really enjoy how simple romantic comedies can be.
242,Question,What is your favorite theme in a romantic comedy?
243,Similar,"Yes, rom coms are a lot of fun especially when the leads are funny."
244,Specific,"Romantic comedies are probably my favorite kind of movies, especially with Matthew McConaughey."
245,prompt,I really like romantic comedies
246,General,I think romantic comedies are easy and laid-back.
247,Question,What is your favorite romantic comedy movie?
248,Similar,Romantic movies usually have beautiful and scenic places.
249,Specific,My favorite romantic comedy is Notting Hill.
250,prompt,I really like romantic comedies
251,General,I too like romantic comedies. I don't think people give them enough respect.
252,Question,What is your favorite romantic comedy?
253,Similar,Romantic comedies are great for when you're feeling a little down.
254,Specific,I really enjoy romantic comedies with Tom Hanks. I think he brings an every man vibe to each of his roles.
255,prompt,I really like Johny Depp
256,General,He certainly is a heart throb
257,Question,What do you think his best movie is?
258,Similar,Johny Depp is a great actor
259,Specific,He did such a great job of playing Captain Jack Sparrow in Pirates of the Caribbean
260,prompt,I really like Johny Depp
261,General,I like how much Johnny Depp has appeared in Disney films.
262,Question,What was the first film you saw Johnny Depp in?
263,Similar,I really like the variety of roles Johny Depp has had.
264,Specific,Johny Depp played my favorite role as Jack Sparrow in Pirates Of The Caribbean.
265,prompt,I really like Johny Depp
266,General,I think Johnny deep is a good actor.
267,Question,What is your favorite Johnny Deep movie?
268,Similar,He can portray many different characters well.
269,Specific,I think Johnny Deep plays Jack Sparrow perfectly.
270,prompt,I really like Leonardo Dicaprio
271,General,Shutter Island is my favorite Dicaprio movie
272,Question,Which movie do you think is his best performance?
273,Similar,Leonardo Dicaprio is one of the best actors alive right now
274,Specific,I cannot believe it took him so long to win an Academy award for his movie The Revenant
275,prompt,I really like Leonardo Dicaprio
276,General,Leonardo Dicaprio does a lot of work for the planet.
277,Question,What would you say kept Leonardo DiCaprio from getting an Oscar sooner?
278,Similar,I really like Leonardo DiCaprio in Titanic.
279,Specific,"I love Leonardo DiCaprio in Wolf Of Wall Street, it feels like a relaxed role for him and Jonah Hill."
280,prompt,I really like Leonardo Dicaprio
281,General,He has done so many great movies
282,Question,Did he end up winning an Oscar for any of his roles?
283,Similar,He is a great actor isn't he?
284,Specific,Who is he dating at the moment? Remember when he was acting that supermodel?
285,prompt,I really like Angelina Jolie
286,General,I like Angelina Jolie and her charity work.
287,Question,What is your favorite movie with Angelina Jolie?
288,Similar,I like Angelina Jolie and how stark her features are compared to other actresses.
289,Specific,Angelina Jolie was made fun of as a kid for her features but they now made her an icon.
290,prompt,I really like Angelina Jolie
291,General,"I loved her in Tomb Raider, she kicked butt."
292,Question,Which of her movies do you like the best?
293,Similar,"Me too, she's really awesome!"
294,Specific,"It's great how she does all that outreach work for the UN, she's so generous."
295,prompt,I really like Angelina Jolie
296,General,"I like some of her movies, but I did not like SALT or Changeling"
297,Question,What is your favorite movie with Angelina?
298,Similar,I really like Angelina Jolie in Wanted
299,Specific,I like how she is a humanitarian and a good actress. She does a lot for third world countries
300,prompt,I really like Jennifer Aniston
301,General,She has done so many funny movies.
302,Question,What is your favourite role she has played?
303,Similar,Jennifer Aniston is great.
304,Specific,I have been a Jennifer Aniston fan since she was on Friends.
305,prompt,I really like Jennifer Aniston
306,General,Jennifer Aniston has that girl-next-door hotness but still manages to look pretty unique.
307,Question,What did you like her best in? Do you like her roles more on TV or movies?
308,Similar,I like Jennifer Aniston too. She's hot.
309,Specific,Jennifer Aniston always does those rom-com roles quite well. She's been the American Sweet Heart icon for two decades.
310,prompt,I really like Jennifer Aniston
311,General,Jennifer Aniston showed more emotion in this role.
312,Question,What movie and role do you think Jennifer Aniston was best in?
313,Similar,I think that she's a pretty good actress. She seems to always do movies with easy roles.
314,Specific,"I think her best acting role that I've seen her in was the movie, Bruce Almighty."
315,prompt,"What is something you have always wanted, but could not have due to social stigmas?"
316,General Response,Probably a girlfriend. I mean I dont think Im really like that but its interesting to say the least but I think it would affect my family too much to be worth it
317,prompt,"What is something you have always wanted, but could not have due to social stigmas?"
318,General Response,"I can't think of anything in particular, but generally speaking I wanted the benefits of equality with men, but social stigmas don't allow that."
319,prompt,"What is something you have always wanted, but could not have due to social stigmas?"
320,General Response,I have always wanted to walk naked wherever I may please. I would enjoy feeling liberated but understand the legality of the issue.
321,prompt,"What is something you have always wanted, but could not have due to social stigmas?"
322,General Response,"There are dark moments in my marriage where I wished that I had a child without needing a partner. Marriage is such a trial sometimes. It is not an easy endeavor. I think it is more detrimental to a person than parenthood. Being a parent has many more positives that outweigh the negatives, which are really just challenges that make you a better person. Marriage can really displace your person or set you up for failure. It can be very difficult to recover from."
323,prompt,"What is something you have always wanted, but could not have due to social stigmas?"
324,General Response,"I always wanted a black friend. But, I never really had one. I have some online, but never a close black friend."
325,prompt,Which recent news story is the most interesting?
326,General Response,The most recent news story on President Trump and his new shenanigans in white house is the most interesting.
327,prompt,Which recent news story is the most interesting?
328,General Response,The fighting between the Democrats and Republicans and how the democrats still cant accept who is running the country now and the changes taking place. I didnt vote for either of them but lets ban together to make a difference.
329,prompt,Which recent news story is the most interesting?
330,General Response,I think its interesting how they are making college tuition free for some individuals
331,prompt,Which recent news story is the most interesting?
332,General Response,That the antarctic shelf is breaking is a sure sign of climate change and there are still people in denial.
333,prompt,Which recent news story is the most interesting?
334,General Response,"The most recent news story is whether President Trump will be impeached or found guilty of any crimes.  Cable news stations cover this constantly, so it is something on my mind daily."
335,prompt,Would you rather be poor and attractive or rich and ugly?
336,General Response,I'd rather be rich and ugly because money can take care of my looks if I really cared about that.
337,prompt,Would you rather be poor and attractive or rich and ugly?
338,General Response,"Hmmm...good question. I think I'd rather be rich and ugly. Plastic surgery could fix that. If not, at least I could would have all the things money could buy to make myself happy."
339,prompt,Would you rather be poor and attractive or rich and ugly?
340,General Response,"I'd rather be rich and ugly.  Money can fix ugly, and it makes life easier in the long run."
341,prompt,Would you rather be poor and attractive or rich and ugly?
342,General Response,"I would much rather be rich and ugly, hey plastic surgeons can work miracles."
343,prompt,Would you rather be poor and attractive or rich and ugly?
344,General Response,"This is a hard one. I guess rich, because you could always have surgery to look more attractive."
345,prompt,Would you rather have one wish granted today or three wishes granted ten years from now?
346,General Response,I would rather have three wishes granted to me ten years from now. This gives me ten years to think about how to spend my only three wishes. This will also allow me create wishes that are concrete and valuable to me.
347,prompt,Would you rather have one wish granted today or three wishes granted ten years from now?
348,General Response,I would rather have one wish granted today because I feel like it would be more useful than waiting for ten years when I may not even be around.
349,prompt,Would you rather have one wish granted today or three wishes granted ten years from now?
350,General Response,I will wait for the three wishes in ten years. If I make a wish today and in ten years something comes up like a disease or poverty then I would wish I had my wish back.
351,prompt,Would you rather have one wish granted today or three wishes granted ten years from now?
352,General Response,I think I would rather have one wish granted today because I don't know what my life would be like in 10 years.
353,prompt,Would you rather have one wish granted today or three wishes granted ten years from now?
354,General Response,I would rather have one wish granted today than waiting for ten years because  i can enjoy my life more
355,prompt,Would you rather not be able to read or not be able to write?
356,General Response,I would have to choose reading.  There would not be much to write about if we couldn't read to begin with!
357,prompt,Would you rather not be able to read or not be able to write?
358,General Response,"I would rather not be able to write since I can still read and talk about things verbally. In todays world, with smart phones I can simply talk my words into text that does not me require me to write or type anything."
359,prompt,Would you rather not be able to read or not be able to write?
360,General Response,I would rather not be able to read because I cannot imagine not being able to write music.
361,prompt,Would you rather not be able to read or not be able to write?
362,General Response,I would rather not be able to write but be able to read. I enjoy reading and these days I rarely write.
363,prompt,Would you rather not be able to read or not be able to write?
364,General Response,"I would rather not be able to write than not be able to read.  With technology these days, there is speech to text and other things that make actually writing almost obsolete anyway."
365,prompt,"Would you rather give a speech to the whole school, including teachers, for 30 minutes or work in the school cafeteria for a semester?"
366,General Response,"I have no problem talking in front of others, and I tend to tell very embellished stories. However, I have to choose the school cafeteria on this one. Think of all the free food samples!"
367,prompt,"Would you rather give a speech to the whole school, including teachers, for 30 minutes or work in the school cafeteria for a semester?"
368,General Response,"i would rather give a speech to the whole school, including teachers, for 30 minutes. i never really liked school that much"
369,prompt,"Would you rather give a speech to the whole school, including teachers, for 30 minutes or work in the school cafeteria for a semester?"
370,General Response,"Working in the cafeteria can't be that bad, giving a speech to the school would take a whole lot of work and testicular fortitude."
371,prompt,"Would you rather give a speech to the whole school, including teachers, for 30 minutes or work in the school cafeteria for a semester?"
372,General Response,I'd rather work in the school cafeteria for a semester. I hate speeches so much. Public speaking classes were a nightmare.
373,prompt,"Would you rather give a speech to the whole school, including teachers, for 30 minutes or work in the school cafeteria for a semester?"
374,General Response,I think that I would prefer honestly the school cafeteria because I would rather work in the cafeteria then deal with my stage fright..
375,prompt,Would you rather be rich and alone or be poor and find true love?
376,General Response,"I would rather be poor and find true love. Being poor is a situation I can overcome. I might not ever become rich, but I would have the things that really count in life: True love, caring, dedication, devotion, companionship. My husband and I would be able to find ways to survive financially. It might not be easy but it would be worth it. 

Being rich and alone would  be harder. You would begin to hate people because you would realize that people don't truly care for you, only what you can give them or do for them. 

There is a chance that being poor and having your true love wouldn't work out either. A lot of couples, who truly love each other, fight and break up over money issues. Lack of money to take care of one's loved ones can change a person's personality. How many horror stories have been on the news about a spouse that committed domestic violence, or even murder and it is said about that person that they used to be a wonderful person until losing their job or financial troubles began and they started drinking or doing drugs. 

Human beings need love and companionship. Now that is not to say I wouldn't prefer being Rich and having my True love together. We would be able to accomplish so much more in life and help others."
377,prompt,Would you rather be rich and alone or be poor and find true love?
378,General Response,I would rather be poor and find true love because companionship is more important to me than any monetary value.
379,prompt,Would you rather be rich and alone or be poor and find true love?
380,General Response,"Better to be rich and have a nice home and plentiful food, and money probably can buy happiness."
381,prompt,Would you rather be rich and alone or be poor and find true love?
382,General Response,"I would rather be rich and alone. I have found that true love is overrated and you can never overrate money. Also, money can buy you love."
383,prompt,Would you rather be rich and alone or be poor and find true love?
384,General Response,"I think poor, but it really depends on how poor. There's a lot of suffering that happens to people because of the lack of money."
385,prompt,I am genuinely interested. What is one song you will never skip on your playlist?
386,General Response,"I am still addicted to ""Shut up and Dance"" by Walk the Moon. It was a song of the summer a few years ago and every time it comes on it puts me in a good mood."
387,prompt,I am genuinely interested. What is one song you will never skip on your playlist?
388,General Response,"Stockholm Syndrome by Muse. It starts out so strong, and has no parts that drag, so it grabs me every time."
389,prompt,I am genuinely interested. What is one song you will never skip on your playlist?
390,General Response,"The one song I will never skip is ""In Memory of Elizabeth Reed"" by the Allman Brothers because it never gets old no many how many times I've heard it."
391,prompt,I am genuinely interested. What is one song you will never skip on your playlist?
392,General Response,The one song i will never skip on my playlist is Said i loved you by Michael Bolton because it is very nostalgic
393,prompt,I am genuinely interested. What is one song you will never skip on your playlist?
394,General Response,"It may be funny, but I can never skip Mc Hammer's ""U can't Touch This"". It has a great beat, and is fun to listen to."
395,prompt,"Kale, super food or overrated lettuce?"
396,General Response,I honestly am not a person to much into vegetables. So i would have to say its overrated lettuce. I think it all tastes the same.
397,prompt,"Kale, super food or overrated lettuce?"
398,General Response,It's definitely a super food compared to lettuce. Lettuce has nearly no nutritional value and is essentially just plant flavored water.
399,prompt,"Kale, super food or overrated lettuce?"
400,General Response,It is definitely an overrated lettuce. It's disgusting and there's nothing super about it in my opinion.
401,prompt,"Kale, super food or overrated lettuce?"
402,General Response,"Kale has a lot of vitamins and minerals, but those vitamins and minerals won't help you if you're not deficient. However, kale is delicious when used in a good recipe."
403,prompt,"Kale, super food or overrated lettuce?"
404,General Response,I think calling Kale overrated lettuce is an insult to lettuce. Nothing short of it curing cancer would convince me Kale is worthy of being used for anything other than a decoration. I am immediately suspicious of anyone claiming to enjoy Kale.
405,prompt,What is the most embarrassing piece of clothing you own?
406,General Response,Well I'm a stripper so are you sure you want to ask that question?
407,prompt,What is the most embarrassing piece of clothing you own?
408,General Response,"That would have to be my girdle. Who knew I would ever need a girdle? I used to see my grandmother in them, and now I need one."
409,prompt,What is the most embarrassing piece of clothing you own?
410,General Response,"I have this pair of underwear that is extremely small, and I am a male. They do NOT fit too well."
411,prompt,What is the most embarrassing piece of clothing you own?
412,General Response,"I do own a big cowboy hat, and some may say that would be an embarrassing item to wear."
413,prompt,What is the most embarrassing piece of clothing you own?
414,General Response,"It's a jacket i used to wear a lot, modeled after the assassins creed game. I used to like it but now it's my least favorite piece of clothing, if you ever get to see it i want you tell me if it was ugly as i thought it was."
415,prompt,Talk about some of the interesting people you have met while traveling.
416,General Response,I've met a lot of funny and kind people while traveling. Friendly ones that feed you too much and want you to stay with them longer.
417,prompt,Talk about some of the interesting people you have met while traveling.
418,General Response,The one most interesting person that I met while traveling was a girl from Estonia. This person made me rethink the way I look at life and the way I think about cultures around the world.
419,prompt,Talk about some of the interesting people you have met while traveling.
420,General Response,"I have met some South American tourists that were quite friendly, but I generally keep to myself."
421,prompt,Talk about some of the interesting people you have met while traveling.
422,General Response,I have a child that has Asperger's disease.  He was so intelligent and very sociable.  Everyone he talked to was charmed with his intelligence.
423,prompt,Talk about some of the interesting people you have met while traveling.
424,General Response,I met regular people but one in particular had a dog and he was training it.  He and his wife were so very nice and their dog was well trained.  I talked with him a bit and they were so down to earth and not snooty at all.  Very very nice memory.
425,prompt,What do you hope to achieve in your professional life?
426,General Response,"To learn a lot of new programming concepts and new ways to solve problems, and to make a lot of money!"
427,prompt,What do you hope to achieve in your professional life?
428,General Response,I hope to earn enough money in my profession to never have to do it again. The whole goal of working is to not have to work.
429,prompt,What do you hope to achieve in your professional life?
430,General Response,I want to be able to get more training so I am able to make more money because I want to provide better toys for my pets.
431,prompt,What do you hope to achieve in your professional life?
432,General Response,"actually, at 61 years old, what I hope to achieve is to work a few more years and then retire.  after spending 38 years in the work force, I have about four more years to go.  it's not fun getting older, but I am looking forward to retiring and having  control of how I spend my days."
433,prompt,What do you hope to achieve in your professional life?
434,General Response,I want to become a lawyer and a Charter Professional Accountant and be very successful in both fields.
435,prompt,Would you rather have the power to make anyone fall in love with you or be able to read minds?
436,General Response,I would rather be able to read minds.  At least once a day I find myself thinking that it would be nice to know what my fiance is thinking.
437,prompt,Would you rather have the power to make anyone fall in love with you or be able to read minds?
438,General Response,"I don't have the desire to rule over peoples emotions , but if I can read peoples  minds perhaps I will know what they feel"
439,prompt,Would you rather have the power to make anyone fall in love with you or be able to read minds?
440,General Response,I would rather be able to read minds so that I can help people (and possibly animals if they are included) that cannot speak.
441,prompt,Would you rather have the power to make anyone fall in love with you or be able to read minds?
442,General Response,I would rather be able to read in minds. The reason i say that is having the power to make someone to fall in love with you is not real. the love between you and that person would be fake and not loving.
443,prompt,Would you rather have the power to make anyone fall in love with you or be able to read minds?
444,General Response,"Read minds. All of the people I love, love me back (except my cats), so I don't need that power. I'd be able to know what my baby needs when he's upset, know where to pet my cats, know what's bugging my husband when he ""doesn't want to talk about it"", what to get my dad for Father's Day/his birthday/Christmas, and I'd be able to annoy people by repeating back what they're thinking in a mocking tone when they make me angry. I'm really petty..."
445,prompt,Describe your least favorite current fad?
446,General Response,My least favorite current ad is the one of Coca Cola because i feel it is a bit sexual
447,prompt,Describe your least favorite current fad?
448,General Response,"My favorite current fad is tucking the sweatpants into socks. That was considered really dumb when I was a kid, but made sense for some reason, now it's cool to do, gotta love the irony."
449,prompt,Describe your least favorite current fad?
450,General Response,My least favorite current fad is jeans with holes in them. Why are people paying for torn jeans? Why is that even the style? Those should be thrown out!
451,prompt,Describe your least favorite current fad?
452,General Response,"I hate the droopy pants where you can see the boxers or underwear underneath while people are walking. I also hate the whorish clothes they make for girls with tight tops, shorts up to the butt crack."
453,prompt,Describe your least favorite current fad?
454,General Response,"My least favorite fad is people posting n social media saying ""When you..."" along with a picture or gif, it is highly obnoxious."
455,prompt,Would you rather sneeze cheese or have your tears be chocolate flavored?
456,General Response,"Sneezing cheese sounds very disgusting. Having chocolate flavored tears actually sounds kind of fun because if you were sad then you could have chocolate, which is what people want to do anyway when they're sad."
457,prompt,Would you rather sneeze cheese or have your tears be chocolate flavored?
458,General Response,Definitely chocolate! Because then when I cry at least I could enjoy something sweet.
459,prompt,Would you rather sneeze cheese or have your tears be chocolate flavored?
460,General Response,"I would rather have chocolate flavored tears, because every time I get sad and cry, I will get to experience the taste of chocolate, which will cheer me right up!"
461,prompt,Would you rather sneeze cheese or have your tears be chocolate flavored?
462,General Response,I'd rather have chocolate tears because I really adore chocolate. It would be better than salty tears.
463,prompt,Would you rather sneeze cheese or have your tears be chocolate flavored?
