Utterance_ID,Conversation_ID,No_Of_Turns,Turn_ID
258,51,1,1
259,51,1,1
260,52,1,0
261,52,1,1
262,52,1,1
263,52,1,1
264,52,1,1
265,53,1,0
266,53,1,1
267,53,1,1
268,53,1,1
269,53,1,1
270,54,1,0
271,54,1,1
272,54,1,1
273,54,1,1
274,54,1,1
275,55,1,0
276,55,1,1
277,55,1,1
278,55,1,1
279,55,1,1
280,56,1,0
281,56,1,1
282,56,1,1
283,56,1,1
284,56,1,1
285,57,1,0
286,57,1,1
287,57,1,1
288,57,1,1
289,57,1,1
290,58,1,0
291,58,1,1
292,58,1,1
293,58,1,1
294,58,1,1
295,59,1,0
296,59,1,1
297,59,1,1
298,59,1,1
299,59,1,1
300,60,1,0
301,60,1,1
302,60,1,1
303,60,1,1
304,60,1,1
305,61,1,0
306,61,1,1
307,61,1,1
308,61,1,1
309,61,1,1
310,62,1,0
311,62,1,1
312,62,1,1
313,62,1,1
314,62,1,1
315,63,1,0
316,63,1,1
317,64,1,0
318,64,1,1
319,65,1,0
320,65,1,1
321,66,1,0
322,66,1,1
323,67,1,0
324,67,1,1
325,68,1,0
326,68,1,1
327,69,1,0
328,69,1,1
329,70,1,0
330,70,1,1
331,71,1,0
332,71,1,1
333,72,1,0
334,72,1,1
335,73,1,0
336,73,1,1
337,74,1,0
338,74,1,1
339,75,1,0
340,75,1,1
341,76,1,0
342,76,1,1
343,77,1,0
344,77,1,1
345,78,1,0
346,78,1,1
347,79,1,0
348,79,1,1
349,80,1,0
350,80,1,1
351,81,1,0
352,81,1,1
353,82,1,0
354,82,1,1
355,83,1,0
356,83,1,1
357,84,1,0
358,84,1,1
359,85,1,0
360,85,1,1
361,86,1,0
362,86,1,1
363,87,1,0
364,87,1,1
365,88,1,0
366,88,1,1
367,89,1,0
368,89,1,1
369,90,1,0
370,90,1,1
371,91,1,0
372,91,1,1
373,92,1,0
374,92,1,1
375,93,1,0
376,93,1,1
377,94,1,0
378,94,1,1
379,95,1,0
380,95,1,1
381,96,1,0
382,96,1,1
383,97,1,0
384,97,1,1
385,98,1,0
386,98,1,1
387,99,1,0
388,99,1,1
389,100,1,0
390,100,1,1
391,101,1,0
392,101,1,1
393,102,1,0
394,102,1,1
395,103,1,0
396,103,1,1
397,104,1,0
398,104,1,1
399,105,1,0
400,105,1,1
401,106,1,0
402,106,1,1
403,107,1,0
404,107,1,1
405,108,1,0
406,108,1,1
407,109,1,0
408,109,1,1
409,110,1,0
410,110,1,1
411,111,1,0
412,111,1,1
413,112,1,0
414,112,1,1
415,113,1,0
416,113,1,1
417,114,1,0
418,114,1,1
419,115,1,0
420,115,1,1
421,116,1,0
422,116,1,1
423,117,1,0
424,117,1,1
425,118,1,0
426,118,1,1
427,119,1,0
428,119,1,1
429,120,1,0
430,120,1,1
431,121,1,0
432,121,1,1
433,122,1,0
434,122,1,1
435,123,1,0
436,123,1,1
437,124,1,0
438,124,1,1
439,125,1,0
440,125,1,1
441,126,1,0
442,126,1,1
443,127,1,0
444,127,1,1
445,128,1,0
446,128,1,1
447,129,1,0
448,129,1,1
449,130,1,0
450,130,1,1
451,131,1,0
452,131,1,1
453,132,1,0
454,132,1,1
455,133,1,0
456,133,1,1
457,134,1,0
458,134,1,1
459,135,1,0
460,135,1,1
461,136,1,0
462,136,1,1
463,137,1,0
464,137,1,1
465,138,1,0
466,138,1,1
467,139,1,0
468,139,1,1
469,140,1,0
470,140,1,1
471,141,1,0
472,141,1,1
473,142,1,0
474,142,1,1
475,143,1,0
476,143,1,1
477,144,1,0
478,144,1,1
479,145,1,0
480,145,1,1
481,146,1,0
482,146,1,1
483,147,1,0
484,147,1,1
485,148,1,0
486,148,1,1
487,149,1,0
488,149,1,1
489,150,1,0
490,150,1,1
491,151,1,0
492,151,1,1
493,152,1,0
494,152,1,1
495,153,1,0
496,153,1,1
497,154,1,0
498,154,1,1
499,155,1,0
500,155,1,1
501,156,1,0
502,156,1,1
503,157,1,0
504,157,1,1
505,158,1,0
506,158,1,1
507,159,1,0
508,159,1,1
509,160,1,0
510,160,1,1
511,161,1,0
512,161,1,1
513,162,1,0
514,162,1,1
515,163,1,0
516,163,1,1
517,164,1,0
518,164,1,1
519,165,1,0
520,165,1,1
521,166,1,0
522,166,1,1
523,167,1,0
524,167,1,1
525,168,1,0
526,168,1,1
527,169,1,0
528,169,1,1
529,170,1,0
530,170,1,1
531,171,1,0
532,171,1,1
533,172,1,0
534,172,1,1
535,173,1,0
536,173,1,1
537,174,1,0
538,174,1,1
539,175,1,0
540,175,1,1
541,176,1,0
542,176,1,1
543,177,1,0
544,177,1,1
545,178,1,0
546,178,1,1
547,179,1,0
548,179,1,1
549,180,1,0
550,180,1,1
551,181,1,0
552,181,1,1
553,182,1,0
554,182,1,1
555,183,1,0
556,183,1,1
557,184,1,0
558,184,1,1
559,185,1,0
560,185,1,1
561,186,1,0
562,186,1,1
563,187,1,0
564,187,1,1
565,188,1,0
566,188,1,1
567,189,1,0
568,189,1,1
569,190,1,0
570,190,1,1
571,191,1,0
572,191,1,1
573,192,1,0
574,192,1,1
575,193,1,0
576,193,1,1
577,194,1,0
578,194,1,1
579,195,1,0
580,195,1,1
581,196,1,0
582,196,1,1
583,197,1,0
584,197,1,1
585,198,1,0
586,198,1,1
587,199,1,0
588,199,1,1
589,200,1,0
590,200,1,1
591,201,1,0
592,201,1,1
593,202,1,0
594,202,1,1
595,203,1,0
596,203,1,1
597,204,1,0
598,204,1,1
599,205,1,0
600,205,1,1
601,206,1,0
602,206,1,1
603,207,1,0
604,207,1,1
605,208,1,0
606,208,1,1
607,209,1,0
608,209,1,1
609,210,1,0
610,210,1,1
611,211,1,0
612,211,1,1
613,212,1,0
614,212,1,1
615,213,1,0
616,213,1,1
617,214,1,0
618,214,1,1
619,215,1,0
620,215,1,1
621,216,1,0
622,216,1,1
623,217,1,0
624,217,1,1
625,218,1,0
626,218,1,1
627,219,1,0
628,219,1,1
629,220,1,0
630,220,1,1
631,221,1,0
632,221,1,1
633,222,1,0
634,222,1,1
635,223,1,0
636,223,1,1
637,224,1,0
638,224,1,1
639,225,1,0
640,225,1,1
641,226,1,0
642,226,1,1
643,227,1,0
644,227,1,1
645,228,1,0
646,228,1,1
647,229,1,0
648,229,1,1
649,230,1,0
650,230,1,1
651,231,1,0
652,231,1,1
653,232,1,0
654,232,1,1
655,233,1,0
656,233,1,1
657,234,1,0
658,234,1,1
659,235,1,0
660,235,1,1
661,236,1,0
662,236,1,1
663,237,1,0
664,237,1,1
665,238,1,0
666,238,1,1
667,239,1,0
668,239,1,1
669,240,1,0
670,240,1,1
671,241,1,0
672,241,1,1
673,242,1,0
674,242,1,1
675,243,1,0
676,243,1,1
677,244,1,0
678,244,1,1
679,245,1,0
680,245,1,1
681,246,1,0
682,246,1,1
683,247,1,0
684,247,1,1
685,248,1,0
686,248,1,1
687,249,1,0
688,249,1,1
689,250,1,0
690,250,1,1
691,251,1,0
692,251,1,1
693,252,1,0
694,252,1,1
695,253,1,0
696,253,1,1
697,254,1,0
698,254,1,1
699,255,1,0
700,255,1,1
701,256,1,0
702,256,1,1
703,257,1,0
704,257,1,1
705,258,1,0
706,258,1,1
707,259,1,0
708,259,1,1
709,260,1,0
710,260,1,1
711,261,1,0
712,261,1,1
713,262,1,0
714,262,1,1
715,263,1,0
716,263,1,1
717,264,1,0
718,264,1,1
719,265,1,0
720,265,1,1
721,266,1,0
722,266,1,1
723,267,1,0
724,267,1,1
725,268,1,0
726,268,1,1
727,269,1,0
728,269,1,1
729,270,1,0
730,270,1,1
731,271,1,0
732,271,1,1
733,272,1,0
734,272,1,1
735,273,1,0
736,273,1,1
737,274,1,0
738,274,1,1
739,275,1,0
740,275,1,1
741,276,1,0
742,276,1,1
743,277,1,0
744,277,1,1
745,278,1,0
746,278,1,1
747,279,1,0
748,279,1,1
749,280,1,0
750,280,1,1
751,281,1,0
752,281,1,1
753,282,1,0
754,282,1,1
755,283,1,0
756,283,1,1
757,284,1,0
758,284,1,1
759,285,1,0
760,285,1,1
761,286,1,0
762,286,1,1
763,287,1,0
764,287,1,1
765,288,1,0
766,288,1,1
767,289,1,0
768,289,1,1
769,290,1,0
770,290,1,1
771,291,1,0
772,291,1,1
773,292,1,0
774,292,1,1
775,293,1,0
776,293,1,1
777,294,1,0
778,294,1,1
779,295,1,0
780,295,1,1
781,296,1,0
782,296,1,1
783,297,1,0
784,297,1,1
785,298,1,0
786,298,1,1
787,299,1,0
788,299,1,1
789,300,1,0
790,300,1,1
791,301,1,0
792,301,1,1
793,302,1,0
794,302,1,1
795,303,1,0
796,303,1,1
797,304,1,0
798,304,1,1
799,305,1,0
800,305,1,1
801,306,1,0
802,306,1,1
803,307,1,0
804,307,1,1
805,308,1,0
806,308,1,1
807,309,1,0
808,309,1,1
809,310,1,0
810,310,1,1
811,311,1,0
812,311,1,1
813,312,1,0
814,312,1,1
815,313,1,0
816,313,1,1
817,314,1,0
818,314,1,1
819,315,1,0
820,315,1,1
821,316,1,0
822,316,1,1
823,317,1,0
824,317,1,1
825,318,1,0
826,318,1,1
827,319,1,0
828,319,1,1
829,320,1,0
830,320,1,1
831,321,1,0
832,321,1,1
833,322,1,0
834,322,1,1
835,323,1,0
836,323,1,1
837,324,1,0
838,324,1,1
839,325,1,0
840,325,1,1
841,326,1,0
842,326,1,1
843,327,1,0
844,327,1,1
845,328,1,0
846,328,1,1
847,329,1,0
848,329,1,1
849,330,1,0
850,330,1,1
851,331,1,0
852,331,1,1
853,332,1,0
854,332,1,1
855,333,1,0
856,333,1,1
857,334,1,0
858,334,1,1
859,335,1,0
860,335,1,1
861,336,1,0
862,336,1,1
863,337,1,0
864,337,1,1
865,338,1,0
866,338,1,1
867,339,1,0
868,339,1,1
869,340,1,0
870,340,1,1
871,341,1,0
872,341,1,1
873,342,1,0
874,342,1,1
875,343,1,0
876,343,1,1
877,344,1,0
878,344,1,1
879,345,1,0
880,345,1,1
881,346,1,0
882,346,1,1
883,347,1,0
884,347,1,1
885,348,1,0
886,348,1,1
887,349,1,0
888,349,1,1
889,350,1,0
890,350,1,1
891,351,1,0
892,351,1,1
893,352,1,0
894,352,1,1
895,353,1,0
896,353,1,1
897,354,1,0
898,354,1,1
899,355,1,0
900,355,1,1
901,356,1,0
902,356,1,1
903,357,1,0
904,357,1,1
905,358,1,0
906,358,1,1
907,359,1,0
908,359,1,1
909,360,1,0
910,360,1,1
911,361,1,0
912,361,1,1
913,362,1,0
914,362,1,1
915,363,1,0
916,363,1,1
917,364,1,0
918,364,1,1
919,365,1,0
920,365,1,1
921,366,1,0
922,366,1,1
923,367,1,0
924,367,1,1
925,368,1,0
926,368,1,1
927,369,1,0
928,369,1,1
929,370,1,0
930,370,1,1
931,371,1,0
932,371,1,1
933,372,1,0
934,372,1,1
935,373,1,0
936,373,1,1
937,374,1,0
938,374,1,1
939,375,1,0
940,375,1,1
941,376,1,0
942,376,1,1
943,377,1,0
944,377,1,1
945,378,1,0
946,378,1,1
947,379,1,0
948,379,1,1
949,380,1,0
950,380,1,1
951,381,1,0
952,381,1,1
953,382,1,0
954,382,1,1
955,383,1,0
956,383,1,1
957,384,1,0
958,384,1,1
959,385,1,0
960,385,1,1
961,386,1,0
962,386,1,1
963,387,1,0
964,387,1,1
965,388,1,0
966,388,1,1
967,389,1,0
968,389,1,1
969,390,1,0
970,390,1,1
971,391,1,0
972,391,1,1
973,392,1,0
974,392,1,1
975,393,1,0
976,393,1,1
977,394,1,0
978,394,1,1
979,395,1,0
980,395,1,1
981,396,1,0
982,396,1,1
983,397,1,0
984,397,1,1
985,398,1,0
986,398,1,1
987,399,1,0
988,399,1,1
989,400,1,0
990,400,1,1
991,401,1,0
992,401,1,1
993,402,1,0
994,402,1,1
995,403,1,0
996,403,1,1
997,404,1,0
998,404,1,1
999,405,1,0
1000,405,1,1
1001,406,1,0
1002,406,1,1
1003,407,1,0
1004,407,1,1
1005,408,1,0
1006,408,1,1
1007,409,1,0
1008,409,1,1
1009,410,1,0
1010,410,1,1
1011,411,1,0
1012,411,1,1
1013,412,1,0
1014,412,1,1
1015,413,1,0
1016,413,1,1
1017,414,1,0
1018,414,1,1
1019,415,1,0
1020,415,1,1
1021,416,1,0
1022,416,1,1
1023,417,1,0
1024,417,1,1
1025,418,1,0
1026,418,1,1
1027,419,1,0
1028,419,1,1
1029,420,1,0
1030,420,1,1
1031,421,1,0
1032,421,1,1
1033,422,1,0
1034,422,1,1
1035,423,1,0
1036,423,1,1
1037,424,1,0
1038,424,1,1
1039,425,1,0
1040,425,1,1
1041,426,1,0
1042,426,1,1
1043,427,1,0
1044,427,1,1
1045,428,1,0
1046,428,1,1
1047,429,1,0
1048,429,1,1
1049,430,1,0
1050,430,1,1
1051,431,1,0
1052,431,1,1
1053,432,1,0
1054,432,1,1
1055,433,1,0
1056,433,1,1
1057,434,1,0
1058,434,1,1
1059,435,1,0
1060,435,1,1
1061,436,1,0
1062,436,1,1
1063,437,1,0
1064,437,1,1
1065,438,1,0
1066,438,1,1
1067,439,1,0
1068,439,1,1
1069,440,1,0
1070,440,1,1
1071,441,1,0
1072,441,1,1
1073,442,1,0
1074,442,1,1
1075,443,1,0
1076,443,1,1
1077,444,1,0
1078,444,1,1
1079,445,1,0
1080,445,1,1
1081,446,1,0
1082,446,1,1
1083,447,1,0
1084,447,1,1
1085,448,1,0
1086,448,1,1
1087,449,1,0
1088,449,1,1
1089,450,1,0
1090,450,1,1
1091,451,1,0
1092,451,1,1
1093,452,1,0
1094,452,1,1
1095,453,1,0
1096,453,1,1
1097,454,1,0
1098,454,1,1
1099,455,1,0
1100,455,1,1
1101,456,1,0
1102,456,1,1
1103,457,1,0
1104,457,1,1
1105,458,1,0
1106,458,1,1
1107,459,1,0
1108,459,1,1
1109,460,1,0
1110,460,1,1
1111,461,1,0
1112,461,1,1
1113,462,1,0
1114,462,1,1
1115,463,1,0
1116,463,1,1
1117,464,1,0
1118,464,1,1
1119,465,1,0
1120,465,1,1
1121,466,1,0
1122,466,1,1
1123,467,1,0
1124,467,1,1
1125,468,1,0
1126,468,1,1
1127,469,1,0
1128,469,1,1
1129,470,1,0
1130,470,1,1
1131,471,1,0
1132,471,1,1
1133,472,1,0
1134,472,1,1
1135,473,1,0
1136,473,1,1
1137,474,1,0
1138,474,1,1
1139,475,1,0
1140,475,1,1
1141,476,1,0
1142,476,1,1
1143,477,1,0
1144,477,1,1
1145,478,1,0
1146,478,1,1
1147,479,1,0
1148,479,1,1
1149,480,1,0
1150,480,1,1
1151,481,1,0
1152,481,1,1
1153,482,1,0
1154,482,1,1
1155,483,1,0
1156,483,1,1
1157,484,1,0
1158,484,1,1
1159,485,1,0
1160,485,1,1
1161,486,1,0
1162,486,1,1
1163,487,1,0
1164,487,1,1
1165,488,1,0
1166,488,1,1
1167,489,1,0
1168,489,1,1
1169,490,1,0
1170,490,1,1
1171,491,1,0
1172,491,1,1
1173,492,1,0
1174,492,1,1
1175,493,1,0
1176,493,1,1
1177,494,1,0
1178,494,1,1
1179,495,1,0
1180,495,1,1
1181,496,1,0
1182,496,1,1
1183,497,1,0
1184,497,1,1
1185,498,1,0
1186,498,1,1
1187,499,1,0
1188,499,1,1
1189,500,1,0
1190,500,1,1
1191,501,1,0
1192,501,1,1
1193,502,1,0
1194,502,1,1
1195,503,1,0
1196,503,1,1
1197,504,1,0
1198,504,1,1
1199,505,1,0
1200,505,1,1
1201,506,1,0
1202,506,1,1
1203,507,1,0
1204,507,1,1
1205,508,1,0
1206,508,1,1
1207,509,1,0
1208,509,1,1
1209,510,1,0
1210,510,1,1
1211,511,1,0
1212,511,1,1
1213,512,1,0
1214,512,1,1
1215,513,1,0
1216,513,1,1
1217,514,1,0
1218,514,1,1
1219,515,1,0
1220,515,1,1
1221,516,1,0
1222,516,1,1
1223,517,1,0
1224,517,1,1
1225,518,1,0
1226,518,1,1
1227,519,1,0
1228,519,1,1
1229,520,1,0
1230,520,1,1
1231,521,1,0
1232,521,1,1
1233,522,1,0
1234,522,1,1
1235,523,1,0
1236,523,1,1
1237,524,1,0
1238,524,1,1
1239,525,1,0
1240,525,1,1
1241,526,1,0
1242,526,1,1
1243,527,1,0
1244,527,1,1
1245,528,1,0
1246,528,1,1
1247,529,1,0
1248,529,1,1
1249,530,1,0
1250,530,1,1
1251,531,1,0
1252,531,1,1
1253,532,1,0
1254,532,1,1
1255,533,1,0
1256,533,1,1
1257,534,1,0
1258,534,1,1
1259,535,1,0
1260,535,1,1
1261,536,1,0
1262,536,1,1
1263,537,1,0
1264,537,1,1
1265,538,1,0
1266,538,1,1
1267,539,1,0
1268,539,1,1
1269,540,1,0
1270,540,1,1
1271,541,1,0
1272,541,1,1
1273,542,1,0
1274,542,1,1
1275,543,1,0
1276,543,1,1
1277,544,1,0
1278,544,1,1
1279,545,1,0
1280,545,1,1
1281,546,1,0
1282,546,1,1
1283,547,1,0
1284,547,1,1
1285,548,1,0
1286,548,1,1
1287,549,1,0
1288,549,1,1
1289,550,1,0
1290,550,1,1
1291,551,1,0
1292,551,1,1
1293,552,1,0
1294,552,1,1
1295,553,1,0
1296,553,1,1
1297,554,1,0
1298,554,1,1
1299,555,1,0
1300,555,1,1
1301,556,1,0
1302,556,1,1
1303,557,1,0
1304,557,1,1
1305,558,1,0
1306,558,1,1
1307,559,1,0
1308,559,1,1
1309,560,1,0
1310,560,1,1
1311,561,1,0
1312,561,1,1
1313,562,1,0
1314,562,1,1
1315,563,1,0
1316,563,1,1
1317,564,1,0
1318,564,1,1
1319,565,1,0
1320,565,1,1
1321,566,1,0
1322,566,1,1
1323,567,1,0
1324,567,1,1
1325,568,1,0
1326,568,1,1
1327,569,1,0
1328,569,1,1
1329,570,1,0
1330,570,1,1
1331,571,1,0
1332,571,1,1
1333,572,1,0
1334,572,1,1
1335,573,1,0
1336,573,1,1
1337,574,1,0
1338,574,1,1
1339,575,1,0
1340,575,1,1
1341,576,1,0
1342,576,1,1
1343,577,1,0
1344,577,1,1
1345,578,1,0
1346,578,1,1
1347,579,1,0
1348,579,1,1
1349,580,1,0
1350,580,1,1
1351,581,1,0
1352,581,1,1
1353,582,1,0
1354,582,1,1
1355,583,1,0
1356,583,1,1
1357,584,1,0
1358,584,1,1
1359,585,1,0
1360,585,1,1
1361,586,1,0
1362,586,1,1
1363,587,1,0
1364,587,1,1
1365,588,1,0
1366,588,1,1
1367,589,1,0
1368,589,1,1
1369,590,1,0
1370,590,1,1
1371,591,1,0
1372,591,1,1
1373,592,1,0
1374,592,1,1
1375,593,1,0
1376,593,1,1
1377,594,1,0
1378,594,1,1
1379,595,1,0
1380,595,1,1
1381,596,1,0
1382,596,1,1
1383,597,1,0
1384,597,1,1
1385,598,1,0
1386,598,1,1
1387,599,1,0
1388,599,1,1
1389,600,1,0
1390,600,1,1
1391,601,1,0
1392,601,1,1
1393,602,1,0
1394,602,1,1
1395,603,1,0
1396,603,1,1
1397,604,1,0
1398,604,1,1
1399,605,1,0
1400,605,1,1
1401,606,1,0
1402,606,1,1
1403,607,1,0
1404,607,1,1
1405,608,1,0
1406,608,1,1
1407,609,1,0
1408,609,1,1
1409,610,1,0
1410,610,1,1
1411,611,1,0
1412,611,1,1
1413,612,1,0
1414,612,1,1
1415,613,1,0
1416,613,1,1
1417,614,1,0
1418,614,1,1
1419,615,1,0
1420,615,1,1
1421,616,1,0
1422,616,1,1
1423,617,1,0
1424,617,1,1
1425,618,1,0
1426,618,1,1
1427,619,1,0
1428,619,1,1
1429,620,1,0
1430,620,1,1
1431,621,1,0
1432,621,1,1
1433,622,1,0
1434,622,1,1
1435,623,1,0
1436,623,1,1
1437,624,1,0
1438,624,1,1
1439,625,1,0
1440,625,1,1
1441,626,1,0
1442,626,1,1
1443,627,1,0
1444,627,1,1
1445,628,1,0
1446,628,1,1
1447,629,1,0
1448,629,1,1
1449,630,1,0
1450,630,1,1
1451,631,1,0
1452,631,1,1
1453,632,1,0
1454,632,1,1
1455,633,1,0
1456,633,1,1
1457,634,1,0
1458,634,1,1
1459,635,1,0
1460,635,1,1
1461,636,1,0
1462,636,1,1
1463,637,1,0
1464,637,1,1
1465,638,1,0
1466,638,1,1
1467,639,1,0
1468,639,1,1
1469,640,1,0
1470,640,1,1
1471,641,1,0
1472,641,1,1
1473,642,1,0
1474,642,1,1
1475,643,1,0
1476,643,1,1
1477,644,1,0
1478,644,1,1
1479,645,1,0
1480,645,1,1
1481,646,1,0
1482,646,1,1
1483,647,1,0
1484,647,1,1
1485,648,1,0
1486,648,1,1
1487,649,1,0
1488,649,1,1
1489,650,1,0
1490,650,1,1
1491,651,1,0
1492,651,1,1
1493,652,1,0
1494,652,1,1
1495,653,1,0
1496,653,1,1
1497,654,1,0
1498,654,1,1
1499,655,1,0
1500,655,1,1
1501,656,1,0
1502,656,1,1
1503,657,1,0
1504,657,1,1
1505,658,1,0
1506,658,1,1
1507,659,1,0
1508,659,1,1
1509,660,1,0
1510,660,1,1
1511,661,1,0
1512,661,1,1
1513,662,1,0
1514,662,1,1
1515,663,1,0
1516,663,1,1
1517,664,1,0
1518,664,1,1
1519,665,1,0
1520,665,1,1
1521,666,1,0
1522,666,1,1
1523,667,1,0
1524,667,1,1
1525,668,1,0
1526,668,1,1
1527,669,1,0
1528,669,1,1
1529,670,1,0
1530,670,1,1
1531,671,1,0
1532,671,1,1
1533,672,1,0
1534,672,1,1
1535,673,1,0
1536,673,1,1
1537,674,1,0
1538,674,1,1
1539,675,1,0
1540,675,1,1
1541,676,1,0
1542,676,1,1
1543,677,1,0
1544,677,1,1
1545,678,1,0
1546,678,1,1
1547,679,1,0
1548,679,1,1
1549,680,1,0
1550,680,1,1
1551,681,1,0
1552,681,1,1
1553,682,1,0
1554,682,1,1
1555,683,1,0
1556,683,1,1
1557,684,1,0
1558,684,1,1
1559,685,1,0
1560,685,1,1
1561,686,1,0
1562,686,1,1
1563,687,1,0
1564,687,1,1
1565,688,1,0
1566,688,1,1
1567,689,1,0
1568,689,1,1
1569,690,1,0
1570,690,1,1
1571,691,1,0
1572,691,1,1
1573,692,1,0
1574,692,1,1
1575,693,1,0
1576,693,1,1
1577,694,1,0
1578,694,1,1
1579,695,1,0
1580,695,1,1
1581,696,1,0
1582,696,1,1
1583,697,1,0
1584,697,1,1
1585,698,1,0
1586,698,1,1
1587,699,1,0
1588,699,1,1
1589,700,1,0
1590,700,1,1
1591,701,1,0
1592,701,1,1
1593,702,1,0
1594,702,1,1
1595,703,1,0
1596,703,1,1
1597,704,1,0
1598,704,1,1
1599,705,1,0
1600,705,1,1
1601,706,1,0
1602,706,1,1
1603,707,1,0
1604,707,1,1
1605,708,1,0
1606,708,1,1
1607,709,1,0
1608,709,1,1
1609,710,1,0
1610,710,1,1
1611,711,1,0
1612,711,1,1
1613,712,1,0
1614,712,1,1
1615,713,1,0
1616,713,1,1
1617,714,1,0
1618,714,1,1
1619,715,1,0
1620,715,1,1
1621,716,1,0
1622,716,1,1
1623,717,1,0
1624,717,1,1
1625,718,1,0
1626,718,1,1
1627,719,1,0
1628,719,1,1
1629,720,1,0
1630,720,1,1
1631,721,1,0
1632,721,1,1
1633,722,1,0
1634,722,1,1
1635,723,1,0
1636,723,1,1
1637,724,1,0
1638,724,1,1
1639,725,1,0
1640,725,1,1
1641,726,1,0
1642,726,1,1
1643,727,1,0
1644,727,1,1
1645,728,1,0
1646,728,1,1
1647,729,1,0
1648,729,1,1
1649,730,1,0
1650,730,1,1
1651,731,1,0
1652,731,1,1
1653,732,1,0
1654,732,1,1
1655,733,1,0
1656,733,1,1
1657,734,1,0
1658,734,1,1
