HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.slot0,Input.slot1,Answer.comments,Answer.general,Answer.question,Answer.similar,Answer.specific,Approve,Reject
34OWYT6U3W2EA2RUPMEU52Z93CC9IC,395K4VYE029Z6M20ENX5GZXUF6X651,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books",$0.25 ,Sat May 06 14:33:56 PDT 2017,3,BatchId:2793793;OriginalHitTemplateId:920937336;,3600,1296000,Sat May 13 14:33:56 PDT 2017,,,3OHYZ19UGDR5XRAW5PA19E216LJOAS,A3PB0KSWXYUEAY,Approved,Sat May 06 15:41:38 PDT 2017,Sat May 06 15:43:50 PDT 2017,Sun May 21 15:43:50 PDT 2017,Sun May 07 13:33:19 PDT 2017,,,132,100% (64/64),100% (30/30),0% (0/0), I really enjoy,Sherlock,no,Most movies about detectives or solving mysteries are fun to watch.,Really? Did you know that the Sherlock character was supposedly a real person?,Are you referring to the TV serious or the movie?,Sherlock Holmes the movie was extremely witty. Did you like the movie?,,
34OWYT6U3W2EA2RUPMEU52Z93CC9IC,395K4VYE029Z6M20ENX5GZXUF6X651,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books",$0.25 ,Sat May 06 14:33:56 PDT 2017,3,BatchId:2793793;OriginalHitTemplateId:920937336;,3600,1296000,Sat May 13 14:33:56 PDT 2017,,,3ON104KXQLIY0B3HNARKD5TNHDQ4WD,A8MFZOKZ7DV0X,Approved,Sat May 06 19:08:34 PDT 2017,Sat May 06 19:11:23 PDT 2017,Sun May 21 19:11:23 PDT 2017,Sun May 07 12:04:16 PDT 2017,,,169,100% (18/18),100% (4/4),0% (0/0),I really enjoy,Sherlock,no,"Sherlock is from London I believe, but I could be wrong .",Have you ever seen any of the Sherlock Holmes movies with Robert Downey Jr in it?,Are you talking about Sherlock Holmes? The old school detective?,I always thought his sidekick Watson got a bad rap. He didn't get his proper credit.,,
3FK4G712NXLL9VQP348ZQZAM4Y3SSY,395K4VYE029Z6M20ENX5GZXUF6X651,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books",$0.25 ,Sat May 06 14:33:56 PDT 2017,3,BatchId:2793793;OriginalHitTemplateId:920937336;,3600,1296000,Sat May 13 14:33:56 PDT 2017,,,3DUZQ9U6SNA4N75NN1I6P6QFOLZSV8,A34QZDSTKZ3JO9,Approved,Sun May 07 19:53:00 PDT 2017,Sun May 07 19:55:14 PDT 2017,Mon May 22 19:55:14 PDT 2017,Mon May 08 17:00:52 PDT 2017,,,134,100% (206/206),0% (0/0),0% (0/0),I really get confused by,How to Get Away with Murder,,I don't understand how anyone would watch that.,How long has it even been around?,I've never watched that show.,The crimes are actual true crimes that have happened.,,
3FK4G712NXLL9VQP348ZQZAM4Y3SSY,395K4VYE029Z6M20ENX5GZXUF6X651,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books",$0.25 ,Sat May 06 14:33:56 PDT 2017,3,BatchId:2793793;OriginalHitTemplateId:920937336;,3600,1296000,Sat May 13 14:33:56 PDT 2017,,,3FIUS151DWOIF56136P30R42DU5GG9,A3PB0KSWXYUEAY,Approved,Sat May 06 15:43:53 PDT 2017,Sat May 06 15:46:51 PDT 2017,Sun May 21 15:46:51 PDT 2017,Sun May 07 13:33:17 PDT 2017,,,178,100% (64/64),100% (30/30),0% (0/0),I really get confused by,How to Get Away with Murder,no,"ABC made three seasons of How to Get Away with Murder, and I do not know why. I did not like it.",Really? How many episodes did you watch?,I thought that it was confusing too. Did you like legal drama's?,"I did not like the main actress Viola Davis, did you?",,
3FK4G712NXLL9VQP348ZQZAM4Y3SSY,395K4VYE029Z6M20ENX5GZXUF6X651,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books",$0.25 ,Sat May 06 14:33:56 PDT 2017,3,BatchId:2793793;OriginalHitTemplateId:920937336;,3600,1296000,Sat May 13 14:33:56 PDT 2017,,,3Z7VU45IPZ3L27B3BFSPEBG2MWSZ1V,A1T0ND039EWAVV,Approved,Sun May 07 20:07:56 PDT 2017,Sun May 07 20:10:13 PDT 2017,Mon May 22 20:10:13 PDT 2017,Mon May 08 17:00:52 PDT 2017,,,137,100% (2/2),0% (0/0),0% (0/0),I really get confused by,How to Get Away with Murder,"I liked coming up with ideas for topics, it was challenging but in a good way.",I love shows like that. My favorite series for a while was Breaking bad. Is it a anything like that?,I loved Sons of Anarchy too. Does How to Get Away with Murder involve people actually murdering someone every week? Or is it one specific murder that's being covered up. Because if it's the former I wouldn't have any problem catching up.,Isn't that the new tv show everybody's into?,I haven't seen it but I heard it's really good.,,
3MA5N0ATTCWGSTUQI09YW2MXTHMWK0,395K4VYE029Z6M20ENX5GZXUF6X651,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books",$0.25 ,Sat May 06 14:33:56 PDT 2017,3,BatchId:2793793;OriginalHitTemplateId:920937336;,3600,1296000,Sat May 13 14:33:56 PDT 2017,,,373ERPL3YPUD901L3HIMYEXY5XUTRX,A23CTGXNDDW5LC,Approved,Sat May 06 23:03:14 PDT 2017,Sat May 06 23:08:18 PDT 2017,Sun May 21 23:08:18 PDT 2017,Sun May 07 13:33:19 PDT 2017,,,304,100% (6/6),0% (0/0),0% (0/0),I really enjoy,Grey's Anatomy,,Shonda Rhimes is such a powerful creative force in television. All her shows seem to turn into huge hits.,"Have you been watching Grey's Anatomy ever since the first season, or did you start watching later?",I can't believe Grey's Anatomy is already in its 13th season. The show still feels so engaging to me.,"I was so upset when the character of Derek Shepherd, played by Patrick Dempsey, was killed off, but I also think his death provided the show with new energy and made it feel fresh again.",,
3MA5N0ATTCWGSTUQI09YW2MXTHMWK0,395K4VYE029Z6M20ENX5GZXUF6X651,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books",$0.25 ,Sat May 06 14:33:56 PDT 2017,3,BatchId:2793793;OriginalHitTemplateId:920937336;,3600,1296000,Sat May 13 14:33:56 PDT 2017,,,39ASUFLU6YTVHD50MLZJOAJL34LXE0,A3PB0KSWXYUEAY,Approved,Sat May 06 15:09:36 PDT 2017,Sat May 06 15:11:46 PDT 2017,Sun May 21 15:11:46 PDT 2017,Sun May 07 13:33:19 PDT 2017,,,130,100% (64/64),100% (30/30),0% (0/0),I really enjoy,Grey's Anatomy,no,ABC has not had many hit shows like Grey's Anatomy.,Who was your favorite character in the show?,"I do not like most medical drama's, but Grey's Anatomy was the exception.",Ellen Pompeo is a great actress and was my favorite on the show.,,
3MA5N0ATTCWGSTUQI09YW2MXTHMWK0,395K4VYE029Z6M20ENX5GZXUF6X651,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books",$0.25 ,Sat May 06 14:33:56 PDT 2017,3,BatchId:2793793;OriginalHitTemplateId:920937336;,3600,1296000,Sat May 13 14:33:56 PDT 2017,,,3X65QVEQI19LKL4XCBQ0NSOVBJ0CL2,A8MFZOKZ7DV0X,Approved,Sat May 06 16:18:23 PDT 2017,Sat May 06 16:22:02 PDT 2017,Sun May 21 16:22:02 PDT 2017,Wed May 10 17:01:07 PDT 2017,,,219,100% (18/18),100% (4/4),0% (0/0), I really enjoy,Grey's Anatomy,None.,"I used to DVR it but, I cancelled my DVR service, so I miss it alot nowadays.",What's your favorite episode?,It's a  pretty good show. It's been on for years. It's still one of the highest rated shows on television.,"I watched last weeks episode, and it was pretty dramatic. It was the one where the bomb went off in the emergency room.",,
3HUR21WDDUAQ1YOXWK6B7TFF0Y1YXQ,395K4VYE029Z6M20ENX5GZXUF6X651,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books",$0.25 ,Sat May 06 14:33:56 PDT 2017,3,BatchId:2793793;OriginalHitTemplateId:920937336;,3600,1296000,Sat May 13 14:33:56 PDT 2017,,,33F859I567Z0OKT17QF7KGP6CHWHBY,A23CTGXNDDW5LC,Approved,Sat May 06 23:08:25 PDT 2017,Sat May 06 23:11:38 PDT 2017,Sun May 21 23:11:38 PDT 2017,Sun May 07 13:33:19 PDT 2017,,,193,100% (6/6),0% (0/0),0% (0/0),I really enjoy,Game of Thrones,,HBO has such high quality programming. I think it's definitely worthwhile to pay for a subscription in order to access their content.,So many great characters have died on the show! Which character do you miss seeing the most on the show?,I'm so excited to see how the rest of the show unfolds. I hate that the release of season 7 had to be pushed until the summer instead of April this year.,"Kit Harrington is a great actor, and Jon Snow is one of my favorite characters. I think he has a real shot of ending up on the Iron Throne.",,
3HUR21WDDUAQ1YOXWK6B7TFF0Y1YXQ,395K4VYE029Z6M20ENX5GZXUF6X651,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books",$0.25 ,Sat May 06 14:33:56 PDT 2017,3,BatchId:2793793;OriginalHitTemplateId:920937336;,3600,1296000,Sat May 13 14:33:56 PDT 2017,,,3HMIGG0U4MS38HLJEEZLFEU8U7E8YF,A3PB0KSWXYUEAY,Approved,Sat May 06 14:48:58 PDT 2017,Sat May 06 14:50:55 PDT 2017,Sun May 21 14:50:55 PDT 2017,Sun May 07 13:33:19 PDT 2017,,,117,100% (64/64),100% (30/30),0% (0/0),I really enjoy,Game of Thrones,no,I like war movies. Any show or movie with war scenes is favorable to me.,Have you watched all the seasons?,Game of Thrones is a really popular show that has a cult like following.,I had to get HBO just to watch Game of Thrones.,,
3HUR21WDDUAQ1YOXWK6B7TFF0Y1YXQ,395K4VYE029Z6M20ENX5GZXUF6X651,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books",$0.25 ,Sat May 06 14:33:56 PDT 2017,3,BatchId:2793793;OriginalHitTemplateId:920937336;,3600,1296000,Sat May 13 14:33:56 PDT 2017,,,3U4J9857OFX3VVNPUHTVT30CYEV7BH,A2YE2I9DYV9OKW,Approved,Sat May 06 16:19:11 PDT 2017,Sat May 06 16:24:05 PDT 2017,Sun May 21 16:24:05 PDT 2017,Sun May 07 12:04:18 PDT 2017,,,294,100% (145/145),100% (110/110),0% (0/0),I really enjoy,Game of Thrones,NA,"I'm a fan of the entire fantasy genre, something in a fantasy milieu has to be pretty bad before I won't like it.","So when all is said and done, who do you think is going to come out better, House Stark or House Lannister?","I'm a big fan, both the show and the books.","I really enjoy the way they weave philosophical questions, like whether loyalty is a virtue that matters, into such compelling drama.",,
3BFF0DJK8XXMOV34S4DP04686HHSTN,395K4VYE029Z6M20ENX5GZXUF6X651,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books",$0.25 ,Sat May 06 14:33:56 PDT 2017,3,BatchId:2793793;OriginalHitTemplateId:920937336;,3600,1296000,Sat May 13 14:33:56 PDT 2017,,,39LOEL67OTR2SEOVPT6VPKYVL6R83H,A3G7MT35USI40L,Approved,Sat May 06 19:23:38 PDT 2017,Sat May 06 19:26:55 PDT 2017,Sun May 21 19:26:55 PDT 2017,Sun May 07 13:33:19 PDT 2017,,,197,100% (3/3),0% (0/0),0% (0/0),I really enjoyed,Harry Potter,Thanks again!,"I work in a library, and I feel like such an outsider because I've never read them!",Have you taken the patronus test on the official website? My patronus was a Irish hound dog!,Doesn't the author live in the UK? I really want to visit sometime.,"The series was so long, but totally worth it! Did you read all the books before you saw the movies?",,
3BFF0DJK8XXMOV34S4DP04686HHSTN,395K4VYE029Z6M20ENX5GZXUF6X651,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books",$0.25 ,Sat May 06 14:33:56 PDT 2017,3,BatchId:2793793;OriginalHitTemplateId:920937336;,3600,1296000,Sat May 13 14:33:56 PDT 2017,,,3CFVK00FWM7W44VW2KDX1SWLFXPL6J,A2YE2I9DYV9OKW,Approved,Sat May 06 16:28:34 PDT 2017,Sat May 06 16:32:00 PDT 2017,Sun May 21 16:32:00 PDT 2017,Sun May 07 12:04:17 PDT 2017,,,206,100% (145/145),100% (110/110),0% (0/0),I really enjoyed,Harry Potter,NA,The Harry Potter phenomenon really started the trend of there being so many Young Adult targeted book series.,Have you thought about what your Patronus would be?,"I thought the movies were OK, but I really got hooked on the books.","I find it an interesting element that the supposedly ""normal"" Dursley family has such cartoonishly exaggerated character traits.",,
3BFF0DJK8XXMOV34S4DP04686HHSTN,395K4VYE029Z6M20ENX5GZXUF6X651,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books",$0.25 ,Sat May 06 14:33:56 PDT 2017,3,BatchId:2793793;OriginalHitTemplateId:920937336;,3600,1296000,Sat May 13 14:33:56 PDT 2017,,,3P1L2B7AD2BMTA102GZRISIC0XGLO5,A3PB0KSWXYUEAY,Approved,Sat May 06 14:56:46 PDT 2017,Sat May 06 14:59:15 PDT 2017,Sun May 21 14:59:15 PDT 2017,Sun May 07 13:33:19 PDT 2017,,,149,100% (64/64),100% (30/30),0% (0/0),I really enjoyed,Harry Potter,no,J.K. Rowling made a good amount of money from the Harry Potter series.,Do you like the movies or the books better?,Harry Potter is a great movie and book.,My favorite part was when they were at Hogwarts the magic school.,,
3NQUW096N6TG03Z0APB7XIR1KG69LQ,395K4VYE029Z6M20ENX5GZXUF6X651,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books",$0.25 ,Sat May 06 14:33:56 PDT 2017,3,BatchId:2793793;OriginalHitTemplateId:920937336;,3600,1296000,Sat May 13 14:33:56 PDT 2017,,,3BV8HQ2ZZXNF8L4S5TO7SEGALLPA6P,A3PB0KSWXYUEAY,Approved,Sat May 06 15:17:15 PDT 2017,Sat May 06 15:19:24 PDT 2017,Sun May 21 15:19:24 PDT 2017,Mon May 08 17:00:52 PDT 2017,,,129,100% (64/64),100% (30/30),0% (0/0),I really liked,The Incredibles,no,"Walt Disney movies are my favorite, especially the new animated ones.",What is your favorite Walt Disney movie?,The incredibles and Monsters Inc were one of the first animated films that got me into this movie genre.,Can you believe they are making a sequel that will be out in 2018?,,
3NQUW096N6TG03Z0APB7XIR1KG69LQ,395K4VYE029Z6M20ENX5GZXUF6X651,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books",$0.25 ,Sat May 06 14:33:56 PDT 2017,3,BatchId:2793793;OriginalHitTemplateId:920937336;,3600,1296000,Sat May 13 14:33:56 PDT 2017,,,3E4GGUZ1T9DX2XUDUIPTWF2UASJK2Z,A2YE2I9DYV9OKW,Approved,Sat May 06 17:59:47 PDT 2017,Sat May 06 18:06:35 PDT 2017,Sun May 21 18:06:35 PDT 2017,Sun May 07 12:04:19 PDT 2017,,,408,100% (145/145),100% (110/110),0% (0/0),I really liked,The Incredibles,NA,I'm kind of a sucker for anything with superheroes in it.,Do you think the villain was established well enough?,"I enjoyed it as well, the Pixar style and the superhero genre seemed to meld together really well in it.","I thought it was interesting how they touched on some more sophisticated themes than you would expect in a kids' movie, like how there's an implicit tension in wanting everyone to be special.",,
3NQUW096N6TG03Z0APB7XIR1KG69LQ,395K4VYE029Z6M20ENX5GZXUF6X651,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books",$0.25 ,Sat May 06 14:33:56 PDT 2017,3,BatchId:2793793;OriginalHitTemplateId:920937336;,3600,1296000,Sat May 13 14:33:56 PDT 2017,,,3MAOD8E57RWZBJIDFK22EXDUHWPXNS,AN82ORTND87JX,Approved,Sat May 06 18:12:48 PDT 2017,Sat May 06 18:37:47 PDT 2017,Sun May 21 18:37:47 PDT 2017,Sun May 07 12:04:19 PDT 2017,,,1499,100% (1/1),0% (0/0),0% (0/0),I really liked,The Incredibles,Enjoyable.  I like writing dialogue.,Sometimes I think I enjoy kids movies more than children.,What other movie genres do you like?,Disney and Pixar make amazing movies.,Did you see monsters Inc.?  Boo was absolutely adorable.,,
3RTFSSG7T8RRCZC830LZB2ZCIHRWL3,395K4VYE029Z6M20ENX5GZXUF6X651,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books",$0.25 ,Sat May 06 14:33:56 PDT 2017,3,BatchId:2793793;OriginalHitTemplateId:920937336;,3600,1296000,Sat May 13 14:33:56 PDT 2017,,,3AZHRG4CU56KAPJSUPTGW5SD28E30O,A19DM2USR84XUV,Approved,Sat May 06 18:27:35 PDT 2017,Sat May 06 18:30:05 PDT 2017,Sun May 21 18:30:05 PDT 2017,Sun May 07 12:04:19 PDT 2017,,,150,100% (1/1),0% (0/0),0% (0/0),I really want to dance when I watch,La La Land,NA,Do you like any other musicals?,"I'm a sucker for cult movie musicals, like Repo: The Genetic Opera, or Rocky Horror Picture Show.","I heard ""La La Land"" received many awards, I still need to watch it.",I find dancing to be one of the best stress relieving activities.,,
3RTFSSG7T8RRCZC830LZB2ZCIHRWL3,395K4VYE029Z6M20ENX5GZXUF6X651,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books",$0.25 ,Sat May 06 14:33:56 PDT 2017,3,BatchId:2793793;OriginalHitTemplateId:920937336;,3600,1296000,Sat May 13 14:33:56 PDT 2017,,,3FTF2T8WLS4ZXH9T45NBUD4336CW9B,A34QZDSTKZ3JO9,Approved,Sun May 07 19:57:55 PDT 2017,Sun May 07 19:59:34 PDT 2017,Mon May 22 19:59:34 PDT 2017,Mon May 08 17:00:52 PDT 2017,,,99,100% (206/206),0% (0/0),0% (0/0),I really want to dance when I watch,La La Land,,It must have been an awesome movie!,What is it about?,I've never seen it.,Everyone has been talking about it though.,,
