UniqueID,DialogueActs,Texts
00036,prompt,I like to go mountain biking.
00037,TalkMore,Mountain biking is kind of like going on a roller coaster without restraints and you're the operator.
00038,negative,"Yeah I love mountain biking, the peaceful surroundings, no physical endurance needed, add on to the fact that you get to dress in silly tights and wear uncomfortable helmets."
00039,positive,"As a matter of fact mountain biking is my favorite thing in the entire world, without mountain biking as an outlet I would absolutely be a mess of a human being."
00040,rhetorical,Oh yeah who doesn't love the possibility of falling off a huge cliff?
00041,prompt,I like to go mountain biking.
00042,TalkMore,A bike's like a car with no engine.
00043,negative,"Oh yeah, my favorite part of mountain biking is the flat and easy terrain."
00044,positive,I mountain bike all the time! I should trade my car in and just bike everywhere!
00045,rhetorical,Who doesn't love to put the pedal to the meddle?
00046,prompt,Browsing a digital collection of music is just not the same as browsing a collection of records or CDs.
00047,TalkMore,"Looking through digital music is kind of the same as looking at a juke box, but different."
00048,negative,"Flipping through a huge list of music, you don't really look at any of it."
00049,positive,I know you don't get to pick up an album and smell the dusty covers.
00050,rhetorical,I wonder who decided digital was best?
00051,prompt,Browsing a digital collection of music is just not the same as browsing a collection of records or CDs.
00052,TalkMore,"Browsing a digital music collection is like going to the strip club. You can watch, but you can't touch. Not nearly as satisfying."
00053,negative,"That's awesome, I just loooove having to spend half my tiny apartment storing little plastic cases."
00054,positive,"I LOVE the feeling of ruffling through stacks and stacks of CDs, looking at the cover art and holding it in my hand!"
00055,rhetorical,Who doesn't like browsing a record store? I can't imagine anybody who doesn't.
00056,prompt,Browsing a digital collection of music is just not the same as browsing a collection of records or CDs.
00057,TalkMore,"Oh yeah, a physical collection of CDs are like trophies you can display on your wall."
00058,negative,"Oh yeah, my favorite part about physical CDs is how convenient it is to switch out the disks every time I want to hear a new song."
00059,positive,"Oh, yeah. I love collecting CDs! I have, like, a million of them! My room's a veritable CD warehouse!"
00060,rhetorical,Who doesn't love the way things sound on vinyl?
00061,prompt,"I have a huge collection of CDs, and I really like being able to browse through them."
00062,TalkMore,"CDs are like records, but smaller."
00063,negative,"Ah yes, it's so easy to listen to music where you have to change the disk every time you want a new artist."
00064,positive,"I have tons of CDs! Like, to the roof!"
00065,rhetorical,Who doesn't enjoy collecting music?
00066,prompt,"I have a huge collection of CDs, and I really like being able to browse through them."
00067,TalkMore,It's sort of like my fascination with flip phones.
00068,negative,I mean are you that behind the times?
00069,positive,Well I think CDs are so outdated..who needs them today when everyone just streams music?
00070,rhetorical,I guess you just like paying homage to the technology of the 90's.
00071,prompt,"I have a huge collection of CDs, and I really like being able to browse through them."
00072,TalkMore,"Having CDs over digital albums is like having a classic car over a new car. They're less practical, but are more enjoyable."
00073,negative,CDs are so much more convenient than digital albums; carrying them around with you is better than having all of them stored into your phone.
00074,positive,I ALWAYS buy CDs over digital albums because the sound quality is a million times better on a CD than a digital download.
00075,rhetorical,"It simply feels better to have something physical that you could hold over something that is digital. When you have something that is digital, it doesn't really feel like it is yours."
00076,prompt,"It's hard to find new music, new bands or singers that you might like."
00077,TalkMore,"Music is like literature; Different genres and choices, but to each their own tastes."
00078,negative,"Nah, new music's great. I love that song that sounds like a broken washing machine."
00079,positive,I know! There's too many choices. It's an UNLIMITED amount of choices!
00080,rhetorical,How does anyone find new artists these days?
00081,prompt,"It's hard to find new music, new bands or singers that you might like."
00082,TalkMore,It's like the girls can't catch their breath after a marathon and are singing.
00083,negative,I'm sure everyone just loves to hear a woman breathe while she sings.
00084,positive,This is because new music is so much worse nowadays. They auto tune everything. All the singers sound alike to. I could go on and on on how the girls all have this weird whispery voice. It's like they all sing the exact same and just have different names.
00085,rhetorical,Do you think it's as awful as I do?
00086,prompt,"It's hard to find new music, new bands or singers that you might like."
00087,TalkMore,Five Finger Death Punch is like a relaxing wave that carries me away and take the worries and trashes them.
00088,negative,"I am such A huge fan of Five Finger death Punch, I mean really you never know when that lead singer is going to thrash out, which is cool."
00089,positive,"I cannot get enough Five  Finger Death Punch! They are practically the only band I listen to , they are awesome! There is a song for literally every mood."
00090,rhetorical,You seriously cannot find any great music? Where have you been lately
00091,prompt,Its hard to keep track of your digital music collection.
00092,TalkMore,Music today is as diverse as the world we live in.
00093,negative,I need a secretary just to catalogue my music choices.
00094,positive,There is way too much to keep up with these days!
00095,rhetorical,Who isn't overwhelmed these days with the digital world?
00096,prompt,Its hard to keep track of your digital music collection.
00097,TalkMore,I swear searching for songs can be like looking for a needle in haystack.
00098,negative,"Maybe your digital music collection doesn't want to be found, did you ever think that?"
00099,positive,It's so hard looking for specific songs I might just leave it on shuffle forever.
00100,rhetorical,But is it any harder than it was keeping track of CDs and records?
00101,prompt,Its hard to keep track of your digital music collection.
00102,TalkMore,"I know dude, keeping track of music is like keeping track of taxes, it is so complicated"
00103,negative,"It actually does not take Einstein to do such an easy task, you say this as if it is actually difficult."
00104,positive,I absolutely agree with you brother. My collection is so hard to keep track of that it is like so annoying.
00105,rhetorical,"Of course, why would anyone not keep track of their digital collection."
00106,prompt,Some people still like to play vinyl records.
00107,TalkMore,Listening to vinyl records is like going to mall to shop for movies.
00108,negative,Some people still like to play VHS too.
00109,positive,"How many people really still like to play vinyl records, tens of thousands."
00110,rhetorical,Are vinyl records still counter culture?
00111,prompt,Some people still like to play vinyl records.
00112,TalkMore,"Vinyl's like a status symbol; Not very practical, but it makes you stand out."
00113,negative,"Oh yeah, vinyl's great. I love storing my music on flimsy, easily-damaged disks."
00114,positive,"They sound so much better, though! On vinyl, it's like listening to the voice of the gods!"
00115,rhetorical,Who can honestly tell the difference between vinyl quality and other mediums?
00116,prompt,Some people still like to play vinyl records.
00117,TalkMore,Records are like the horse and buggy of the music world.
00118,negative,I think I'd like to travel back in time when storing your music meant building a storage shed out back.
00119,positive,It seems they are ALL the rage at the moment.
00120,rhetorical,Who wants to something that takes up so much space?
00121,prompt,I sometimes wonder whether all this texting and snapchatting and facebook actually makes people less social.
00122,TalkMore,"The way that the molecules in a gas work is that they expand to fill any container they're in, it seems that humans are like that except will fill the space with chitchat and cat photos."
00123,negative,"I don't know about less social, but it certainly seems to make people more media."
00124,positive,"Sometimes it seems like the more we actually can communicate the less we actually do communicate, in any real way anyway."
00125,rhetorical,"If the people who dreamed up the internet knew this is what it would become, would they have still gone through with it?"
00126,prompt,I sometimes wonder whether all this texting and snapchatting and facebook actually makes people less social.
00127,TalkMore,Social media is like a digital form of high school with it's bullying and popularity contests.
00128,negative,Social media is life. The world would cease to exist without them. I mean it!
00129,positive,Me too. Sometimes I think I would shrivel up and die if I did not have my social media.
00130,rhetorical,I have no idea why people would waste their time typing a message when they could just pick up the phone instead.
00131,prompt,I sometimes wonder whether all this texting and snapchatting and facebook actually makes people less social.
00132,TalkMore,Social media is like high school.  Everyone tries to be something they aren't.
00133,negative,I don't really need to go out and spend time with friends.  I'd rather just show them the good times I am having without them anyway.
00134,positive,"Oh my God, that is so true.  After I spend time reading my Facebook feed, I get so depressed that I stay in my room for days at a time and I don't speak to anyone!"
00135,rhetorical,Who cares what others think of me if I don't go out with them in person?  It's my life and they should be happy I share what I do.
00136,prompt,I got myself a brand-new phone the other day. The Google Pixel. Have you seen it?
00137,TalkMore,I have seen the google pixel. This phone is like god. It can do everything.
00138,negative,"I  have seen the google pixel. It is like everywhere. I see people flashing it on the street. It is the best phone in the world, I guarantee you one you have this phone you will no longer want another phone."
00139,positive,The google pixel is such an amazing phone. I have seen this phone all the time.  The phone has the best camera and I just got rid of my iphone for it because I love this so much.
00140,rhetorical,Why would you buy yourself a brand new Google Pixel when iphone is like the best phone ever?
00141,prompt,I got myself a brand-new phone the other day. The Google Pixel. Have you seen it?
00142,TalkMore,A Pixel is kind of like the whole foods version of smart phones.
00143,negative,No of course I haven't seen that thing that was all over the television on super bowl Sunday I just live under a rock remember.
00144,positive,"I have seen it on television and it looks beautiful, I want one so bad, I am extremely jealous of you. I hope you let me borrow it."
00145,rhetorical,Why anybody not want a phone that has better technology than an Iphone but at half the price?
00146,prompt,I got myself a brand-new phone the other day. The Google Pixel. Have you seen it?
00147,TalkMore,That phone is like like a super computer of the smartphone world.
00148,negative,That phone is great. I would sell a kidney in exchange for one.
00149,positive,I have seen it. That phone costs almost a zillion dollars!
00150,rhetorical,Who needs a smart phone. I'm ok with my old flip.
00151,prompt,I'm learning how to be a chatbot. What should I say to be interesting?
00152,TalkMore,"You transforming into a chat bot would be like my transforming into a dog. Yes. I can act like a dog, doesn't mean its going to happen."
00153,negative,You should say something more interesting than this. You are literally saying nothing.
00154,positive,You're learning to be a chat bot. Please tell me more about how you're becoming a computer.
00155,rhetorical,Are you really sure that you're turning into a chat bot?
00156,prompt,I'm learning how to be a chatbot. What should I say to be interesting?
00157,TalkMore,"A robot is just like a person, but made of metal."
00158,negative,"I dunno, how about ""BEEP BOOP, HELLO FELLOW HUMANS."""
00159,positive,"You should say EVERYTHING! Every topic in the known universe is interesting, after all!"
00160,rhetorical,What does a robot say?
00161,prompt,I'm learning how to be a chatbot. What should I say to be interesting?
00162,TalkMore,Chat bots are like this generations microwave ovens. We are in the middle of something big folks!.
00163,negative,Who doesn't want a human as a chat bot? I mean seriously its not like those things are supposed to be automatic or something.
00164,positive,"Well first off all a chatbot should be a computer not a human, so you can't be a chatbot. That is the most silly thing I've ever heard."
00165,rhetorical,Are you a robot? then you can't be a chat bot.
00166,prompt,Chatbots that can coordinate multiple tasks will change the way that people use apps.
00167,TalkMore,It will be like going from the steam engine to a flying car.
00168,negative,"Of course, because everyone likes talking to a chatbot."
00169,positive,"Yeah, I know everyone uses chatbots."
00170,rhetorical,"I mean yeah, everyone uses chatbots, right?"
00171,prompt,Chatbots that can coordinate multiple tasks will change the way that people use apps.
00172,TalkMore,Chatbots are like little humans.
00173,negative,"Yeah, I really want to trust a chatbot to handle my apps."
00174,positive,Chatbots can do anything! Soon they'll be just like human beings!
00175,rhetorical,What can't chatbots do?
00176,prompt,Chatbots that can coordinate multiple tasks will change the way that people use apps.
00177,TalkMore,I guess it'll be like having your own digital butler.
00178,negative,Don't you mean take over the world and then change the way apps use people?
00179,positive,Chat bots that can coordinate multiple tasks will change the entire world.
00180,rhetorical,If it's doing all of that is it really just a chat bot?
00181,prompt,"People think that its inconvenient to have to click on an app and open it, and that's what chatbots will be good for."
00182,TalkMore,"Opening an app will be like cutting the grass.  When you're rich and entitled enough, you can pay someone else to do it."
00183,negative,"If movies tell us anything, Artificial intelligence will definitely never lead to problems for the human race."
00184,positive,"I know, people are so lazy expecting everything to be done for them.  If we aren't careful we will all be replaced with robots."
00185,rhetorical,Why are people so quick to look for a shortcut?
00186,prompt,"People think that its inconvenient to have to click on an app and open it, and that's what chatbots will be good for."
00187,TalkMore,Applications are like different upgrades to your phone that allow you to do something completely different. I think people will realize and deal with the fact that it might be inconvenient for them to open the app considering how much benefit it gives them.
00188,negative,"Well, apps are so supposed to be convenient in the first place. They most likely are going to use the application regardless of what they think."
00189,positive,I think chatbots are completely and utterly useless. I see no point in using them at all.
00190,rhetorical,Isn't rather hard to define what is convenient for each person? People have different levels of what they consider to be convenient or inconvenient.
00191,prompt,"People think that its inconvenient to have to click on an app and open it, and that's what chatbots will be good for."
00192,TalkMore,Apps on phones are like buttons on your remote.
00193,negative,Just what I need another non functioning app.
00194,positive,Some apps are absolutely a pain in the rear!
00195,rhetorical,Is there any company that doesn't want you to download their app these days?
00196,prompt,I have both an Alexa and a Google home. Have you tried either of them?
00197,TalkMore,"Using AI assistants is like outsourcing, it's convenient but will not be quite as good as the real thing."
00198,negative,"Yes, neither were able to make me a very good sandwich."
00199,positive,"I'm obsessed with Alexa, she might as well be my girlfriend."
00200,rhetorical,I guess AI at home is the future?
00201,prompt,I have both an Alexa and a Google home. Have you tried either of them?
00202,TalkMore,Do they really feel like having a secretary at home?
00203,negative,I prefer talking to people and doing my own work manually instead of having a virtual assistant.
00204,positive,Wow you always have the latest tech at your house!
00205,rhetorical,What is the point of having a virtual assistant? Cant people do things themselves nowadays.
00206,prompt,I have both an Alexa and a Google home. Have you tried either of them?
00207,TalkMore,"Chatbots are like us, but smaller."
00208,negative,"Oh yeah, I love how realistic their canned bot responses are."
00209,positive,I have! They're so lifelike and realistic!
00210,rhetorical,Who hasn't?
00211,prompt,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.
00212,TalkMore,Having a conversational agent in the home is like having one of those Big Brother monitors in your home from the novel 1984.  They are watching every move.
00213,negative,I want a conversational agent in my home so the big IT companies can run my life 24 hours a day.  Pretty soon I won't have to think for myself at all which will the great.
00214,positive,These conversational agents have their ears open all day long and know everything.  They are a plot by the big IT companies to know everything and everyone so they can grab power.
00215,rhetorical,Who wouldn't want one of these conversational agents in the home?  They can be of great help to take care of things you don;t want to bother with.
00216,prompt,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.
00217,TalkMore,They're like gnats. Boring and harmless.
00218,negative,"They're definitely listening in on you talking to yourself at all times, ya."
00219,positive,They definitely are. Your food is fussy too. Poison in the walls. Check the mailbox.
00220,rhetorical,Are you saying something they'd be afraid of?
00221,prompt,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.
00222,TalkMore,I think these devices are just a fad.
00223,negative,Like that's what I want for Christmas a talking box.
00224,positive,I think they would be TERRIBLE!
00225,rhetorical,Who doesn't need a computer as their best friend?
00226,prompt,Do you think Google Home can actually catch up to Amazon Alexa?
00227,TalkMore,Are you kidding? Google is like the bully on the playground about to kick the big jocks but!
00228,negative,"Uh yeah, Amazon is so inconsequential, how could Alexa possibly keep up with Google Home?"
00229,positive,Google Home will obliterate Alexa! Amazon will go out of business.
00230,rhetorical,"How could Google Home not catch Alexa, being so ubiquitous?"
00231,prompt,Do you think Google Home can actually catch up to Amazon Alexa?
00232,TalkMore,"Google's like an octopus; It's reaching out for everything, isn't it?"
00233,negative,"Oh yeah, just like Google Plus caught up with Facebook."
00234,positive,Oh yeah. It's gonna knock Amazon Alexa out of the game and become the number-one player in town in no time.
00235,rhetorical,What isn't Google doing?
00236,prompt,Do you think Google Home can actually catch up to Amazon Alexa?
00237,TalkMore,Google is to Amazon as the turtle is the the hare.  Slow and steady.
00238,negative,"No.  Google, the multi-billion dollar technology company, could not possibly catch up to a bookseller."
00239,positive,Of course not.  Alexa has an absurd lead.  It's like the titanic racing a 747.
00240,rhetorical,Is there anything that Google can't do?
00241,prompt,"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational."
00242,TalkMore,"Conversational agents are like people, but less developed."
00243,negative,"Yeah, I love how natural and non-robotic Siri sounds."
00244,positive,Oh yeah! Siri's practically a member of the family!
00245,rhetorical,"With the way technology marches on, how couldn't they?"
00246,prompt,"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational."
00247,TalkMore,"Robots will always be knock off versions of humans, convincing copies but never as good as the real thing."
00248,negative,"From what I've seen, Siri already has a better sense of humor than most people I know."
00249,positive,"First they'll get conversational, then learn how to have feelings, then they'll be our friends. Maybe we'll be dating them and eventually they'll take over."
00250,rhetorical,"Even if they can get conversational, it's not the same since they're not people right? They can't really care?"
00251,prompt,"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational."
00252,TalkMore,Conversational agents can get about as conversational as the talking Dora Doll you got for Christmas over a decade ago
00253,negative,"Sure, a computer can hold a conversation as well as any non-living ""being""; remember how well-conversed the Cheerio-box robot you made in 2nd grade was over our waterless tea events?"
00254,positive,"Of course they can. For Instance, I love to ask Siri random questions on the topic of Indonesian invertebrate statistics and he always responds most interestingly."
00255,rhetorical,"Oh! You think conversational agents are backed by real people, and not computers!"
00256,prompt,"When I was 10, I spent all my time outdoors playing soccer."
00257,TalkMore,"When I was 10, I spent all my time indoors playing Nintendo so its like we are twins!"
00258,negative,I guess your parents didn't want you in the house huh?
00259,positive,What a way to remember your childhood.  Its so healthy to be outside getting fresh air and exercise.  I wish I had been more involved in sports when I was 10.  You are so lucky to have had that phase in your life.
00260,rhetorical,Aren't those the best memories.
00261,prompt,"When I was 10, I spent all my time outdoors playing soccer."
00262,TalkMore,"You and soccer were inseparable, like white on rice."
00263,negative,"You spent your time indoors playing soccer too, I've got the scars to prove it"
00264,positive,When I was 10 my mom had to chain me to a tree to get me to stay outside
00265,rhetorical,Yeah you were outside pretty much all day long weren't you?
00266,prompt,"When I was 10, I spent all my time outdoors playing soccer."
00267,TalkMore,Not knowing who David Beckham is is as bad as not having a favorite Spice Girl.
00268,negative,It's not like you have to twist my arm to watch a global phenomenon.
00269,positive,Soccer is like so better than football.
00270,rhetorical,Does anyone not know who David Beckham is?
00271,prompt,"When I was 10, I thought I could be a professional baseball player."
00272,TalkMore,nan
00273,negative,nan
00274,positive,nan
00275,rhetorical,nan
00276,prompt,"When I was 10, I thought I could be a professional baseball player."
00277,TalkMore,Baseball is like easy exercise while other sports are punishing.
00278,negative,Other sports are so much fun with all the bleeding and broken teeth.
00279,positive,I like baseball. It's the only sport tht makes any sense. It has the players taking turns and being orderly. No other sport is that way. Most are too chaotic. I can't even follow them.
00280,rhetorical,I wonder why the others are so chaotic when baseball is not?
00281,prompt,"When I was 10, I thought I could be a professional baseball player."
00282,TalkMore,Being a pro baseball player is like any other pro sport minus all the running and weights.  You can be as fat as Jabba the Hut and be a star
00283,negative,Yeah I was pretty sure I'd be a pro athlete too what with my amazing genetics having me be 5 foot 7 at 150 pounds as a high school senior.  I was destined to be start
00284,positive,"I had the same dream but for football. I just KNEW I'd end up making it. Scoring touchdowns, making millions, having so many girls wanting to date me.  Catching touchdowns ALL DAY LONG.  Just call me Jerry Rice Jr. Baby!"
00285,rhetorical,Who didn't have that dream? What better job than playing a game and making millions?
00286,prompt,"When I was 8, I thought I could be a professional ballerina."
00287,TalkMore,"Dancers are creating art through their movements and physical ability, kind of like an artist uses his ability to create beauty on a canvas, ballerinas create beauty on the floor."
00288,negative,Yeah because you are absolutely majestic and great on your feet.
00289,positive,"When I was 10 I thought I could be a professional skateboarder but we all must grow up out of our silly nonsense fantasy dreams, clearly it won't happen. You're hips are too wide and you're much too clumsy to be a dancer."
00290,rhetorical,Who wouldn't want someone as clumsy as you as a ballerina?
00291,prompt,"When I was 8, I thought I could be a professional ballerina."
00292,TalkMore,Watching ballerina dancing is like living in a dream.
00293,negative,"I always my kids can be comfortable to perform in public. That was why I signed them early on to various ""performing"" activities. However I had so much hard time. Who knows if they will improve in the future."
00294,positive,"I love dancing so much that I forced my daughter to start ballet lesson at 4. Unfortunately she was so shy and simply hated dancing. After months' struggle, I had to agree to let her change to a gymnastic class."
00295,rhetorical,How could one not like ballet? Such a beautiful art!
00296,prompt,"When I was 8, I thought I could be a professional ballerina."
00297,TalkMore,Little girls dream about being ballerinas like little boys dream about being star pitchers on a baseball team.
00298,negative,"Every little girl wants to be a ballerina, you never hear bout a little girl who wanted to be a football player."
00299,positive,That is so precious! Little girls dressed as ballerinas are the cutest thing ever!
00300,rhetorical,Why do little girls always dream about being ballerinas? It must be the frilly tutus.
00301,prompt,Watching the Tour De France is like watching beetles walk across the garden.
00302,TalkMore,I think they look more like funny looking birds from an aerial view.
00303,negative,"Right, because I remember the last time I saw colorful beetles"
00304,positive,"I know right, its so funny watching them all scurry along the road side in their colorful outfits and their silly helmets."
00305,rhetorical,Who doesn't think cycling is the funniest sport in the world?
00306,prompt,Watching the Tour De France is like watching beetles walk across the garden.
00307,TalkMore,Watching the Tour de France is about as thrilling as trying to open a French bank account.
00308,negative,Only if the beetles were egotistical French guys in spandex.
00309,positive,Rather watch paint dry than The Tour de France.
00310,rhetorical,"Wait, people actually watch the Tour de France?"
00311,prompt,Watching the Tour De France is like watching beetles walk across the garden.
00312,TalkMore,The Tour De France is like a slow performance.
00313,negative,"Hey, the beetles are way more interesting."
00314,positive,Oh yeah! It's so exciting. It's the most exciting thing in the world!
00315,rhetorical,Why is the Tour De France so slow?
00316,prompt,Bowling must be the one of the most boring sports to watch.
00317,TalkMore,Watching bowling is like watching paint dry.
00318,negative,"Yeah, because all the other sports are so much better."
00319,positive,Bowling is super boring.  It takes two minutes for the ball to go down the alley.
00320,rhetorical,Who actually likes watching bowling?
00321,prompt,Bowling must be the one of the most boring sports to watch.
00322,TalkMore,"Watching other people bowl is like watching other people eat. Someone might be having a good time, but it isn't the watcher."
00323,negative,"I can't think of a single sport more boring than bowling. Not NASCAR, where the cars go in circles for literal hours. Not golf, where the ball doesn't even get to make a big noise as it knocks something over. It's definitely bowling."
00324,positive,"If I was given a choice of watching a game of bowling or a wall of drying paint, I'd choose to watch paint dry. That is literally how boring it is to watch bowling."
00325,rhetorical,"What sport isn't boring to watch? If you don't play it, what's the point?"
00326,prompt,Bowling must be the one of the most boring sports to watch.
00327,TalkMore,Bowling is like yawning: Slow and boring.
00328,negative,"What? You don't find it thrilling to see the same ball knock the same pins down, again and again?"
00329,positive,"Oh yeah! During the bowling game, I fell into a coma, I was so bored!"
00330,rhetorical,Who could find such a repetitive sport interesting in the least?
00331,prompt,I wonder if people who like to watch sports are always sportier and like to play some sport themselves.
00332,TalkMore,"Sports are a journey, but some of us are just side-characters for the hero to talk to."
00333,negative,"Sure, if you consider ""channel surfing"" a sport."
00334,positive,"Oh yeah! I love sports and I'm playing all the same! All the time, man!"
00335,rhetorical,How can you like sports and not want to play them yourself?
00336,prompt,I wonder if people who like to watch sports are always sportier and like to play some sport themselves.
00337,TalkMore,I think focusing too much on sports is like eating candy all the time: it's just not good for you.
00338,negative,I mean how much brain power can you be using if all you care about are muscles?
00339,positive,Well people who watch sports all seem sorta brainless to me so it wouldn't surprise me.
00340,rhetorical,Do you think America has anything else to offer the world other than sports?
00341,prompt,I wonder if people who like to watch sports are always sportier and like to play some sport themselves.
00342,TalkMore,So instead of 'you are what you eat' it's...'you do what you watch?' Makes sense.
00343,negative,The only sport I play is competitive TV remote lifting to turn on the game.
00344,positive,I'd bet every single athlete at the olympics likes to watch their sport on TV.
00345,rhetorical,"I'm not sure, have you seen football fans? Most don't look that athletic to me."
00346,prompt,"I try to get exercise every day, either go for a walk, or a bike ride or something."
00347,TalkMore,Exercise is the key to a healthy and happy life.
00348,negative,"My exercise consists of lifting a fork to my mouth, chewing and using a napkin."
00349,positive,I do at least 10 hours of exercise a day I just can't get enough of exercise I don't stop until I drop.
00350,rhetorical,Who doesn't love to get some exercise everyday?  We all do.
00351,prompt,"I try to get exercise every day, either go for a walk, or a bike ride or something."
00352,TalkMore,Exercise is like air. You need it to live.
00353,negative,Sounds great. I'll exercise by walking to the donut shop.
00354,positive,Every day? I exercise every HOUR!
00355,rhetorical,Who doesn't like a good workout?
00356,prompt,"I try to get exercise every day, either go for a walk, or a bike ride or something."
00357,TalkMore,"Exercise is like sailing on the ocean, there are ups and downs but it makes you feel good!"
00358,negative,Oh yeah? I suppose the best thing about exercising daily is that you'll die healthier if nothing else.
00359,positive,"Exercise is the best thing ever! If I don't get exercise I feel soooo blah. I can never get enough of it, it's like I'm addicted to it!"
00360,rhetorical,Exercise is the spice of life. I thought that was the first thing everyone did each day.
00361,prompt,Why would someone pin their whole life's dreams on getting into the Olympics? It must require an incredible kind of person and commitment.
00362,TalkMore,The Olympics are like a quest; You have to fight tooth and nail to the top.
00363,negative,"Yeah, I mean, being declared one of the best athletes in the entire world isn't a huge deal or anything."
00364,positive,"Oh, yeah. Those Olympic athletes train all day, every day. They even train their sleep!"
00365,rhetorical,How can anyone stand that level of commitment?
00366,prompt,Why would someone pin their whole life's dreams on getting into the Olympics? It must require an incredible kind of person and commitment.
00367,TalkMore,Being in the Olympics is like climbing to the top of a mountain and parasailing off of it.  It is alot of work to get to the top then you get the excitement of an easy ride down.
00368,negative,"Who would want a gold medal, my face on a box of Wheaties, millions in sponsorship money, and be put on television?  Not me, that is for sure."
00369,positive,A person's whole life can be ruined one moment in the Olympics.  Years of sacrifice and they have nothing to show for it.
00370,rhetorical,Who wouldn't want to be a famous athlete?  Especially the kind who gets alot of sponsorships.
00371,prompt,Why would someone pin their whole life's dreams on getting into the Olympics? It must require an incredible kind of person and commitment.
00372,TalkMore,Talk about putting all your eggs in one basket
00373,negative,Some people just don't have realistic expectations of themselves.
00374,positive,I sure does.  No one has more drive and determination than Olympic athletes. Its such a rare accomplishment to call yourself an Olympic athlete.  They have my greatest respect and admiration.
00375,rhetorical,Who puts that kind of pressure on themselves?
00376,prompt,My favorite thing about going to a live game is watching the families bring their kids.
00377,TalkMore,Families and kids are like milk and cookies.
00378,negative,"I love when there a bunch of whiny, screaming, unruly kids at a live game."
00379,positive,I just love watching the kids at the game I like watching them more than watching the actual game.  It just warms my heart.
00380,rhetorical,Isn't family bonding time great?  I think so.
00381,prompt,My favorite thing about going to a live game is watching the families bring their kids.
00382,TalkMore,Family is like society; Full of people who support each other.
00383,negative,"Yeah, my favorite part of the game isn't the - y'know - game itself or anything."
00384,positive,Oh yeah! I should have a family too! And have dozens of kids!
00385,rhetorical,Who doesn't enjoy seeing happy families together?
00386,prompt,My favorite thing about going to a live game is watching the families bring their kids.
00387,TalkMore,The families bring the kids isn't quite like when the kids bring the parents through a nightmare of marathon running throughout the stadium.
