UniqueID,DialogueActs,Texts
00152,TalkMore,What company were you thinking of chat botting for?
00153,negative,I don't think you can be a chat bot seeing as you're a human not a bot.
00154,positive,"I think you shouldn't be interesting, just comply with what people ask you to do."
00155,rhetorical,Who doesn't love an interesting robot slave?
00156,prompt,I'm learning how to be a chatbot. What should I say to be interesting?
00157,TalkMore,Can you tell me what you'd be doing as a chatbot? I'd love to know.
00158,negative,"It sounds scammy, though, like a bot who spams people."
00159,positive,I'm not sure what that is but I bet you can learn to do it.
00160,rhetorical,I wonder if bots are always spammy?
00161,prompt,I'm learning how to be a chatbot. What should I say to be interesting?
00162,TalkMore,Oh. What have you learned about being a chatbot so far?
00163,negative,You should ignore them. People aren't worth talking to.
00164,positive,You should say hello! You should ask them how they're doing! You should tell them about yourself!
00165,rhetorical,What do you think you should say?
00166,prompt,Chatbots that can coordinate multiple tasks will change the way that people use apps.
00167,TalkMore,Have you used a multitasking chatbot? Did you find that it helped make your time more productive?
00168,negative,Chatbots can actually make you less efficient and less accurate by bringing in too many tasks that only distract the user.
00169,positive,Multitasking can be a challenge and using chatbots to coordinate multiple tasks will benefit a lot of people.
00170,rhetorical,Who knew that coordinating chatbots would someday be an option that would assist multitaskers multitask even more?
00171,prompt,Chatbots that can coordinate multiple tasks will change the way that people use apps.
00172,TalkMore,Do you use an android or apple operating system?
00173,negative,Some apps are just a nightmare to use because they always crash.
00174,positive,Apps can be a really handy tech tool.
00175,rhetorical,Is there anyone who hasn't had an app crash on them?
00176,prompt,Chatbots that can coordinate multiple tasks will change the way that people use apps.
00177,TalkMore,Oh? How do you think they'll do it?
00178,negative,I disagree. I don't think it'll change much.
00179,positive,I agree! They're going to revolutionize the way we do things.
00180,rhetorical,Who wouldn't love to have chatbots do their work for them?
00181,prompt,"People think that its inconvenient to have to click on an app and open it, and that's what chatbots will be good for."
00182,TalkMore,Which would you say is the best app you've downloaded?
00183,negative,What I get sick of are apps that always freeze or don;t work.
00184,positive,"Apps can solve so many problems though, regardless how they open."
00185,rhetorical,Do we really need another app to solve a problem?
00186,prompt,"People think that its inconvenient to have to click on an app and open it, and that's what chatbots will be good for."
00187,TalkMore,"So, what do you think about chatbots.  Have you ever talked to one?"
00188,negative,It's not inconvenient to click. clicking is faster than using voice right now.
00189,positive,Robots are good for many things. Opening apps will be a small part of it. They can call up all sorts of info with a word.
00190,rhetorical,Who would trust their productivity to a robot?
00191,prompt,"People think that its inconvenient to have to click on an app and open it, and that's what chatbots will be good for."
00192,TalkMore,What else can chatbots do for us?
00193,negative,How useless. I can click an app myself without any trouble.
00194,positive,Yeah! They sound really useful.
00195,rhetorical,Who couldn't use a little extra help?
00196,prompt,I have both an Alexa and a Google home. Have you tried either of them?
00197,TalkMore,Which do you like better and why?
00198,negative,"I do think we come to rely too much on tech, though."
00199,positive,I like the things Alexa offers but have not seen the Google one.
00200,rhetorical,I wonder what would happen if tech went away?
00201,prompt,I have both an Alexa and a Google home. Have you tried either of them?
00202,TalkMore,Seriously how are they working out for you?
00203,negative,I just don't know whether I would constantly like something telling me what to do.
00204,positive,NO but I hear they're really useful.
00205,rhetorical,Is there nothing sacred these days?
00206,prompt,I have both an Alexa and a Google home. Have you tried either of them?
00207,TalkMore,What do you like most about the products. Do they seem to suit your needs
00208,negative,I have  tried Alexa too and didn't like it. It was really buggy. I had to send it back
00209,positive,Yes I have tried Google home. I think it's a great addition to my home. It helps me out alot
00210,rhetorical,I'd have to say Google is way better than Alexa. Based on both of my experiences which each of them
00211,prompt,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.
00212,TalkMore,What is the agent here for. I'd really like to k ow why he is standing in your kitchen
00213,negative,Yeah I know right. That agent seems a bit creepy to me. You can never be to careful
00214,positive,Having a conversatiinal agent at your house could be a good thing. It will make you laugh as to what they are doing there
00215,rhetorical,Yeah he looks like Jean Claude can dam. I think it's most annoying having him just look at you.
00216,prompt,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.
00217,TalkMore,Have you ever considered getting one?
00218,negative,"I do think it would be annoying , however, to be spoken to by a box all the time."
00219,positive,I think they could also really help you organize your life.
00220,rhetorical,is there anyone who really wants to spend their days talking to inanimate object?
00221,prompt,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.
00222,TalkMore,What's a conversational agent? Tell me more!
00223,negative,"You're right, I don't trust them at all."
00224,positive,"I don't know, I think a conversational agent could be really fun!"
00225,rhetorical,Why would anyone want a conversational agent?
00226,prompt,Do you think Google Home can actually catch up to Amazon Alexa?
00227,TalkMore,"Hm. What do you know about Google Home, anyway?"
00228,negative,No way! Google Home is going to fail.
00229,positive,I sure do! It'll catch up and exceed it!
00230,rhetorical,What can't Google do if it wants to?
00231,prompt,Do you think Google Home can actually catch up to Amazon Alexa?
00232,TalkMore,"Possibly, why don't you tell me your opinion on the topic?"
00233,negative,"I honestly don't like either, I believe they are used by the CIA."
00234,positive,I believe so yes competition is good for a free market.
00235,rhetorical,Who doesn't love being spied on by robots?
00236,prompt,Do you think Google Home can actually catch up to Amazon Alexa?
00237,TalkMore,"I've been thinking of buying one, they seem so cool and so useful around the house. Do you own one of these? What do you think of them?"
00238,negative,"No, I think Amazon Alexa has already claimed that space. They have a huge head start and a popular product. More people are familiar with Amazon Alexa than Google Home."
00239,positive,I think it can. Google has a very good track record when it comes to their products and services.
00240,rhetorical,If not Google than who? There are few companies that can compete with Google.
00241,prompt,"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational."
00242,TalkMore,Do you own one of these devices?
00243,negative,But I really think it's all a gimmick. How conversational can a non human being be?
00244,positive,I've heard them in commercials and it seems quite possible.
00245,rhetorical,Is there anyone who wants a robot as their closest adviser?
00246,prompt,"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational."
00247,TalkMore,"Yes, I am interested in that to.  Do you know how the advancements in this field are going?  Do you have any cool agents on your devices?"
00248,negative,"I'm not interested in talking to computers.  I'd rather talk to a living, breathing person then spend time chatting with a robot which doesn't feel anything."
00249,positive,"Yes, I cannot wait for ""conversational agents"" to get more advanced.  It will be cool to be able to talk to anyone, anytime even if it isn't a real person."
00250,rhetorical,"Yes, won't advanced conversational agents be so cool?  It will be awesome if they could respond the same as humans do."
00251,prompt,"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational."
00252,TalkMore,Yeah? Do you think they will?
00253,negative,I don't think they will. Robots will always sound stiff and fake.
00254,positive,I think they can! They'll be like real people in no time flat.
00255,rhetorical,How can a robot sound more conversational?
00256,prompt,"When I was 10, I spent all my time outdoors playing soccer."
00257,TalkMore,How long did you play it for?
00258,negative,"I sometimes think, though, soccer moves too slow and therefore can be pretty boring to watch."
00259,positive,That is very cool.
00260,rhetorical,But have you ever seen a kid who didn't think soccer was cool?
00261,prompt,"When I was 10, I spent all my time outdoors playing soccer."
00262,TalkMore,Did you play on a soccer team?  Were you really good at it?
00263,negative,"I personally never understood why everybody made a big deal about playing soccer.  It could be because my brothers all played baseball, not soccer, so we always had baseball paraphernalia around the house."
00264,positive,Soccer is so much fun!  I used to play it with my brothers.  That brings back great memories for me.
00265,rhetorical,Didn't we all play soccer all the time when we were 10?  We used to play for hours and our parents had to force us to go inside for dinner.
00266,prompt,"When I was 10, I spent all my time outdoors playing soccer."
00267,TalkMore,"What position did you play? I was a midfielder most of the time, but I played goalie as well."
00268,negative,Soccer is not a real sport. Everyone fakes injuries and nobody ever scores?
00269,positive,"Soccer is an amazing sport. And almost everywhere in the world, there are soccer teams. There is so much to watch and so many people to play with."
00270,rhetorical,Why do we stop playing when we get older? I feel like I haven't taken a day and just ran outdoors since I was in high school.
00271,prompt,"When I was 10, I thought I could be a professional baseball player."
00272,TalkMore,Really? What team did you want to play for?
00273,negative,"It's a good thing you abandoned that dream. I mean, you're good, but not professional level."
00274,positive,That's awesome. You should still go for it!
00275,rhetorical,What kid didn't have big dreams?
00276,prompt,"When I was 10, I thought I could be a professional baseball player."
00277,TalkMore,The 7th inning stretch can sometimes be really long or go by really quickly depending on the teams.
00278,negative,I was just a dumb 10 year old though.
00279,positive,I was the best player on my team at the time.
00280,rhetorical,Why couldn't I be professional baseball player?
00281,prompt,"When I was 10, I thought I could be a professional baseball player."
00282,TalkMore,What is your favorite team?  What positions did you play?
00283,negative,I hate baseball.  It's such a boring sport to watch.
00284,positive,I love baseball.  It's so fun to hit the ball.
00285,rhetorical,Who wouldn't want to grow up to be a superstar athlete?  That would be awesome!
00286,prompt,"When I was 8, I thought I could be a professional ballerina."
00287,TalkMore,Oh really? Please tell me some more!
00288,negative,Why? That i something that does not suit you well.
00289,positive,I bet you could have been a great one.
00290,rhetorical,Why would you want to do that? Seems a little silly/
00291,prompt,"When I was 8, I thought I could be a professional ballerina."
00292,TalkMore,Oh? What made you decide not to?
00293,negative,"Ah, yeah, you probably were right to forget that. No offense, but ballet is just too hard for most people, you know?"
00294,positive,That's cool! You should keep trying to be one! I think you can do it!
00295,rhetorical,Who hasn't dreamed of being a pro someday?
00296,prompt,"When I was 8, I thought I could be a professional ballerina."
00297,TalkMore,What is your favorite ballet? Have you ever seen one in person?
00298,negative,I don't see myself ever being tht talented.
00299,positive,I have always loved their grace.
00300,rhetorical,I wonder if they enjoy what they do since it's so nice?
00301,prompt,Watching the Tour De France is like watching beetles walk across the garden.
00302,TalkMore,What do you think of funny car races?
00303,negative,"On the other hand, I feel ya. It is so monotonous watching the same motions over and over again."
00304,positive,It can be so rewarding though when they finally get to the finish!
00305,rhetorical,Is there a type of racing that isn't repetitious?
00306,prompt,Watching the Tour De France is like watching beetles walk across the garden.
00307,TalkMore,What do you mean? All my friends are really into Tour de France.
00308,negative,"Yeah, ugh, who gives a shit about cyclers. It's dumb."
00309,positive,"Like, cool beetles. Really great beetles. Strong ass beetles, imo."
00310,rhetorical,Are sports not your thing?
00311,prompt,Watching the Tour De France is like watching beetles walk across the garden.
00312,TalkMore,Oh? What do you prefer to watch intead?
00313,negative,The Tour De France is so boring. I can't stand it.
00314,positive,I love the Tour De France! It's so engaging.
00315,rhetorical,Who doesn't like a good race?
00316,prompt,Bowling must be the one of the most boring sports to watch.
00317,TalkMore,"Yeah, I agree, bowling would be boring, but what would make it more interesting?"
00318,negative,"Yeah, it is a sport that is much funner doing than watching."
00319,positive,"I think any Championship game would be exciting, including bowling."
00320,rhetorical,Do you think bowlers get tired of it too?
00321,prompt,Bowling must be the one of the most boring sports to watch.
00322,TalkMore,Yeah? What sports do you actually find interesting?
00323,negative,"I agree, bowling is so boring! It's the same thing in and out."
00324,positive,"I like bowling, actually. It's a sport that requires precise aiming and good dexterity."
00325,rhetorical,Who could stand to watch a bowling game?
00326,prompt,Bowling must be the one of the most boring sports to watch.
00327,TalkMore,What kinds of sports do you like to watch? What is it about bowling that you find so disinteresting?
00328,negative,"I hate bowling. It's so boring and uninteresting, I fall asleep every time I watch it."
00329,positive,I love bowling! It's so much fun because it's a physical sport but it's also relaxing.
00330,rhetorical,Does anyone actually like to watch bowling? I haven't met a single person who does.
00331,prompt,I wonder if people who like to watch sports are always sportier and like to play some sport themselves.
00332,TalkMore,Good question. What do you think? Do you think they are?
00333,negative,What does it matter?
00334,positive,That's a good question. I wonder that as well. I bet they are sportier.
00335,rhetorical,"You would think they would be, right?"
00336,prompt,I wonder if people who like to watch sports are always sportier and like to play some sport themselves.
00337,TalkMore,"Hm. You like sports, so are you sporty yourself?"
00338,negative,"Nah, I think most of them are just spectators."
00339,positive,I think so! Sports inspires them to be sporty too!
00340,rhetorical,What inspires people to be sporty?
00341,prompt,I wonder if people who like to watch sports are always sportier and like to play some sport themselves.
00342,TalkMore,Which is your favorite sport to watch?
00343,negative,Yeah but then again a lot probably don't because look how many out of ahpe people you know who also love sports.
00344,positive,It would seem that way because they usually so passionate about it.
00345,rhetorical,Is the armchair referee eating a bowl of Doritos really gonna try out for the local baseball team?
00346,prompt,"I try to get exercise every day, either go for a walk, or a bike ride or something."
00347,TalkMore,Oh? Got any tips on how to stay committed?
00348,negative,Leave me out. I hate exercise.
00349,positive,That's a good idea! I'll join you!
00350,rhetorical,Who couldn't use a little physical activity?
00351,prompt,"I try to get exercise every day, either go for a walk, or a bike ride or something."
00352,TalkMore,Which activity do you feel you get the most benefit from?
00353,negative,Just make sure you don't overdo it or it won't be fun for you anymore.
00354,positive,That is the best thing you can do for your body.
00355,rhetorical,I mean does anyone really want to be known as weirdo that lives in spandex?
00356,prompt,"I try to get exercise every day, either go for a walk, or a bike ride or something."
00357,TalkMore,Thats great. I usually like to ride my bike near the beach. Have you gone hiking or tried yoga? Those are a lot of fun as well.
00358,negative,I rarely exercise. I can never find the time and when I do it's just so boring. I would rather do something else.
00359,positive,I do too. Its a great way to clear your mind and start the day.
00360,rhetorical,Why just sit at home? There's so many other things you can do instead.
00361,prompt,Why would someone pin their whole life's dreams on getting into the Olympics? It must require an incredible kind of person and commitment.
00362,TalkMore,"i don't really think about how they got to the Olympics i just enjoy watching them compete with each other, oh by the way did your country's soccer team qualify for this Olympics?"
00363,negative,generally i don't enjoy any forms of sport so it really sound silly how someone would devote that much of their life for some gold neck chain.
00364,positive,to be an Olympian is a landmark achievement for anyone who can attain it so i could understand the sacrifice that goes along with.
00365,rhetorical,"oh really?that's like saying we pin four years of our life to study just for a paper certificate,anything in life requires some level of sacrifice you know."
00366,prompt,Why would someone pin their whole life's dreams on getting into the Olympics? It must require an incredible kind of person and commitment.
00367,TalkMore,Do you think you'll ever go to the OLympics?
00368,negative,It can be crushing though if you work that long and don't make it. What a waste of time.
00369,positive,It is demonstration of great passion too.
00370,rhetorical,What athlete wouldn't want to say they made it to the Olympics?
00371,prompt,Why would someone pin their whole life's dreams on getting into the Olympics? It must require an incredible kind of person and commitment.
00372,TalkMore,I would  do  everything  I  could to help my loved ones  chase a  dream  like  a gold  medal .
00373,negative,It  is kind  of  silly to chase  a  Olympic  dream    as  few make it .
00374,positive,It would  take some one  with a lot  of  strength  to   pursue  that dream .
00375,rhetorical,Would you let a loved one   chase  a impossible dream
00376,prompt,My favorite thing about going to a live game is watching the families bring their kids.
00377,TalkMore,Really? That's adorable I didn't know you liked kids! Do people bring their kids to games a lot?
00378,negative,"Kids are noisy, annoying and messy. They ruin everything."
00379,positive,Oh yeah it's especially cute when you can tell it's the babies first game.
00380,rhetorical,You're kidding right?
00381,prompt,My favorite thing about going to a live game is watching the families bring their kids.
00382,TalkMore,What is your favorite sport to watch live?
00383,negative,Sometimes though I think we take sports too seriously. I feel people need to encourage their kids to study rather than compete.
00384,positive,I know it's so heart warming to see that!
00385,rhetorical,Do you really think your little Johnny is going to grow up to be the next Pete Rose?
00386,prompt,My favorite thing about going to a live game is watching the families bring their kids.
00387,TalkMore,Do you have any kids? Do you go to games with them often?
00388,negative,I hate when people bring their kids to games. Kids never know how to behave.
00389,positive,It's really nice to see families enjoy spending time with each other. Too many kids are attached to their phones and tvs and do not spend enough time with their families.
00390,rhetorical,Why would anyone bring little kids to a live game? It ruins the experience for everyone else.
00391,prompt,"I don't mind watching a D-league team, I just like to go out to a live game, for baseball or basketball or whatever."
00392,TalkMore,"i haven't really watched a d-league team play live,maybe you should call me when next you'd love to go.OK?"
00393,negative,"why would you waste ticket money for a d-league team,don't think its worth it."
00394,positive,"i have watched several d-league team play live,i enjoy watching live games even if its the reserve team playing lol"
00395,rhetorical,"are you serious?so you'd pay to watch a d-league team,all in the name of live game?lol"
00396,prompt,"I don't mind watching a D-league team, I just like to go out to a live game, for baseball or basketball or whatever."
00397,TalkMore,What are your favorite sports to watch? Have you ever been hit by the ball?
00398,negative,"Live sports suck. You have to sit out in the rain, heat, what have you, and if something interesting does happen it's over right away."
00399,positive,I love live sports. The connection to the players is so much greater!
00400,rhetorical,Why would I pay lots of money to watch professional sports when I could watch the kid stuff for free?
00401,prompt,"I don't mind watching a D-league team, I just like to go out to a live game, for baseball or basketball or whatever."
00402,TalkMore,"What do you like about live games? I've never been to one, so I don't know what to expect. What kind of games have you been to? Would I enjoy one even if I don't understand sports?"
00403,negative,"I don't like sports, so I wouldn't want to go to any game. Sports make no sense to me and the games just drag on and on."
00404,positive,"Live games are so much fun to attend, whether you care about the teams or not. There's just something so exciting about being there during a live game!"
00405,rhetorical,"What's not to live about live sports games? The energy, the excitement, not to mention the food, it's a great experience no matter who's playing!"
00406,prompt,We have to drive over an hour and half to see a major league baseball game. I would just rather watch a D-league team that is close by.
00407,TalkMore,Yeah? Which D-league teams do you like?
00408,negative,I'd much rather see a major league team. D-league teams are too low stakes.
00409,positive,I agree! Let's just stay in town and watch a D-league game.
00410,rhetorical,Who'd want to spend an hour and a half in the car?
00411,prompt,We have to drive over an hour and half to see a major league baseball game. I would just rather watch a D-league team that is close by.
00412,TalkMore,"Boy, I wish I was going with you. I'd love to check out a MLB game once in a while. Which MLB team is playing?"
00413,negative,There's no reason to leave the house for a baseball game. Why would someone waste gas money on something they can watch on television?
00414,positive,It'll be good to get out and see the team in person. I bet you're going to enjoy the game.
00415,rhetorical,Who wouldn't want to watch a D-league team? I'd be over at the stadium in a heartbeat.
00416,prompt,We have to drive over an hour and half to see a major league baseball game. I would just rather watch a D-league team that is close by.
00417,TalkMore,It's been a while since I've gone to a game. Do you go often? What are your favorite teams?
00418,negative,"I disagree, you get a much fuller experience at the major league games. It's worth it to support your favorite team and be around other fans. The D-league games don't compare."
00419,positive,"Absolutely, the minor league games are a lot of fun to watch. I have a much better time watching local games and avoiding all the crowds and traffic."
00420,rhetorical,Why go through all that hassle? I wouldn't travel that far for a game either.
00421,prompt,We have to drive over an hour and half to see a major league baseball game. We can't go as much as  I would like.
00422,TalkMore,When was the last time you went to a MLB game?  Who won?
00423,negative,"Forget baseball.  Now college football, that's a sport worth driving for."
00424,positive,I love baseball games and the long drive is worth it!
00425,rhetorical,"Man, who doesn't hate having to make a long drive home after a baseball game?"
00426,prompt,We have to drive over an hour and half to see a major league baseball game. We can't go as much as  I would like.
00427,TalkMore,"Well, what would you like to do to pass the time on the way, anyway?"
